headword,meaning_ja,zhuyin,pinyin,pos,tocfl_level,taiwan_usage,source,entry_type,scene_tags,notes
改進,改善する/改良する,ㄍㄞˇ ㄐㄧㄣˋ,gǎijìn,動詞,5,common,ai,word,,
改善,改善する/良くする,ㄍㄞˇ ㄕㄢˋ,gǎishàn,動詞,5,common,ai,word,,
改天,後日/また今度,ㄍㄞˇ ㄊㄧㄢ,gǎitiān,副詞,5,common,ai,word,,
蓋,覆う/蓋,ㄍㄞˋ / ㄍㄞˋ(ㄗ˙),gài / gài(zi),動詞/名詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
概念,概念/考え方,ㄍㄞˋ ㄋㄧㄢˋ,gàiniàn,名詞,5,common,ai,word,,
趕,追いかける/急ぐ,ㄍㄢˇ / ㄍㄢˇ,gǎn / gǎn,動詞/状態動詞(形容詞),5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
趕上,追いつく,ㄍㄢˇ ㄕㄤˋ,gǎnshàng,変化動詞,5,common,ai,word,,
感動,感動する/心動かす,ㄍㄢˇ ㄉㄨㄥˋ,gǎndòng,状態動詞(形容詞),5,common,ai,word,,
感想,感想/考え,ㄍㄢˇ ㄒㄧㄤˇ,gǎnxiǎng,名詞,5,common,ai,word,,
感謝,感謝する/ありがたい,ㄍㄢˇ ㄒㄧㄝˋ,gǎnxiè,状態動詞,5,common,ai,word,,
感興趣,興味がある,ㄍㄢˇ ㄒㄧㄥˋ ㄑㄩˋ,gǎnxìngqù,状態動詞(形容詞),5,common,ai,word,,
鋼琴,ピアノ,ㄍㄤ ㄑㄧㄣˊ,gāngqín,名詞,5,common,ai,word,,
高速,高速の/高速道路,ㄍㄠ ㄙㄨˋ,gāosù,状態動詞(連体用),5,common,ai,word,,
搞,行う/する/取り組む,ㄍㄠˇ,gǎo,動詞,5,common,ai,word,,
個,〜個(最も一般的な量詞) / 個/つ(汎用的な助数詞),˙ㄍㄜ / ˙ㄍㄜ,ge / ge,助詞,1,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
歌曲,歌,ㄍㄜ ㄑㄩˇ,gēqǔ,名詞,5,common,ai,word,,
歌星,人気歌手,ㄍㄜ ㄒㄧㄥ,gēxīng,名詞,5,common,ai,word,,
隔壁,隣/隣人,ㄍㄜˊ ㄅㄧˋ,gébì,名詞,5,common,ai,word,,
個人,個人/自分自身,ㄍㄜˋ ㄖㄣˊ,gèrén,名詞,5,common,ai,word,,
個子,背丈/体格,ㄍㄜˋ ˙ㄗ,gèzi/gèr,名詞,5,common,ai,word,,原表記: 個子/個兒
給,あげる/〜に / 〜に/〜のために/与える,ㄍㄟˇ / ㄍㄟˇ,gěi / gěi,介詞(前置詞),1,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
革命,革命を起こす/革命,ㄍㄜˊ ㄇㄧㄥˋ / ㄍㄜˊ ㄇㄧㄥˋ,gémìng / gémìng,自動詞/名詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
跟,〜と/〜について行く / 〜と/ついていく,ㄍㄣ / ㄍㄣ,gēn / gēn,介詞(前置詞)/動詞,2,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
根,根/細長い物の助数詞,ㄍㄣ,gēn,量詞/動詞,5,common,ai,word,,
根據,〜に基づいて/根拠,ㄍㄣ ㄐㄩˋ / ㄍㄣ ㄐㄩˋ,gēnjù/jù / gēnjù,介詞(前置詞)/名詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
更加,さらに/いっそう,ㄍㄥˋ ㄐㄧㄚ,gèngjiā,副詞,5,common,ai,word,,
各式各樣,様々な/多種多様な,ㄍㄜˋ ㄕˋ ㄍㄜˋ ㄧㄤˋ,gèshìgèyàng,状態動詞(連体用),5,common,ai,word,,
各位,皆様/皆さん,ㄍㄜˋ ㄨㄟˋ,gèwèi,名詞,5,common,ai,word,,
工廠,工場,ㄍㄨㄥ ㄔㄤˇ,gōngchǎng,名詞,5,common,ai,word,,
公尺,メートル,ㄍㄨㄥ ㄔˇ,gōngchǐ,量詞,5,common,ai,word,,
公分,センチメートル,ㄍㄨㄥ ㄈㄣ,gōngfēn,量詞,5,common,ai,word,,
功夫,技術/カンフー,ㄍㄨㄥ ˙ㄈㄨ,gōngfu,名詞,5,common,ai,word,,
公共,公共の,ㄍㄨㄥ ㄍㄨㄥˋ,gōnggòng,状態動詞(連体用),5,common,ai,word,,
公斤,キログラム,ㄍㄨㄥ ㄐㄧㄣ,gōngjīn,量詞,5,common,ai,word,,
工具,道具/ツール,ㄍㄨㄥ ㄐㄩˋ,gōngjù,名詞,5,common,ai,word,,
公克,グラム,ㄍㄨㄥ ㄎㄜˋ,gōngkè,量詞,5,common,ai,word,,
公里,キロメートル,ㄍㄨㄥ ㄌㄧˇ,gōnglǐ,量詞,5,common,ai,word,,
功能,機能/役割,ㄍㄨㄥ ㄋㄥˊ,gōngnéng,名詞,5,common,ai,word,,
恭喜,おめでとう/祝う,ㄍㄨㄥ ㄒㄧˇ,gōngxǐ,動詞,5,common,ai,word,,
公寓,マンション/集合住宅,ㄍㄨㄥ ㄩˋ,gōngyù,名詞,5,common,ai,word,,
工作,仕事/働く / 働く/仕事,ㄍㄨㄥ ㄗㄨㄛˋ / ㄍㄨㄥ ㄗㄨㄛˋ,gōngzuò / gōngzuò,自動詞,2,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
共同,共通の/共同で,ㄍㄨㄥˋ ㄊㄨㄥˊ / ㄍㄨㄥˋ ㄊㄨㄥˊ,gòngtóng / gòngtóng,状態動詞(連体用)/副詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
貢獻,貢献する/捧げる,ㄍㄨㄥˋ ㄒㄧㄢˋ,gòngxiàn,名詞/動詞,5,common,ai,word,,
溝通,意思疎通する/つなぐ,ㄍㄡ ㄊㄨㄥ,gōutōng,動詞,5,common,ai,word,,
夠,足りる/十分だ / 十分だ/かなり,ㄍㄡˋ / ㄍㄡˋ,gòu / gòu,副詞,2,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
購買,購入する,ㄍㄡˋ ㄇㄞˇ,gòumǎi,動詞,5,common,ai,word,,
姑娘,娘/若い女性,ㄍㄨ ˙ㄋㄧㄤ,gūniang,名詞,5,common,ai,word,,原表記: 姑娘（˙ㄋㄧㄤ）
古,古代の/古い,ㄍㄨˇ,gǔ,状態動詞(連体用),5,common,ai,word,,
古蹟,史跡/遺跡,ㄍㄨˇ ㄐㄧ,gǔjī,名詞,5,common,ai,word,,原表記: 古蹟/跡
古老,古くからの/大昔の,ㄍㄨˇ ㄌㄠˇ,gǔlǎo,状態動詞(形容詞),5,common,ai,word,,
顧,顧みる/配慮する,ㄍㄨˋ,gù,動詞,5,common,ai,word,,
顧客,顧客/客,ㄍㄨˋ ㄎㄜˋ,gùkè,名詞,5,common,ai,word,,
故意,わざと/故意に,ㄍㄨˋ ㄧˋ,gùyì,状態動詞(形容詞),5,common,ai,word,,
刮,削る/吹く/剃る,ㄍㄨㄚ,guā,動詞,5,common,ai,word,,
乖,おとなしい/利口な,ㄍㄨㄞ,guāi,状態動詞(形容詞),5,common,ai,word,,
怪,怪しい/奇妙な/ひどく,ㄍㄨㄞˋ / ㄍㄨㄞˋ,guài / guài,動詞/状態動詞(形容詞)/副詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
關,閉める/(電気を)消す / 峠/閉める/消す/閉じ込める,ㄍㄨㄢ / ㄍㄨㄢ / ㄍㄨㄢ,guān / guān / guān,変化動詞/量詞,3,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
觀察,観察する,ㄍㄨㄢ ㄔㄚˊ,guānchá,動詞,5,common,ai,word,,
觀點,観点/見解,ㄍㄨㄢ ㄉㄧㄢˇ,guāndiǎn,名詞,5,common,ai,word,,
管,管理する/世話する,ㄍㄨㄢˇ / ㄍㄨㄢˇ(ㄗ˙),guǎn / guǎn(zi),動詞/名詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
廣播,放送/放送する,ㄍㄨㄤˇ ㄅㄛˋ,guǎngbò,名詞/自動詞,5,common,ai,word,,
廣場,広場,ㄍㄨㄤˇ ㄔㄤˇ,guǎngchǎng,名詞,5,common,ai,word,,
廣告,広告/広告する,ㄍㄨㄤˇ ㄍㄠˋ / ㄍㄨㄤˇ ㄍㄠˋ,guǎnggào / guǎnggào,名詞/自動詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
觀念,観念/考え方,ㄍㄨㄢ ㄋㄧㄢˋ,guānniàn,名詞,5,common,ai,word,,
觀眾,観客/視聴者,ㄍㄨㄢ ㄓㄨㄥˋ,guānzhòng,名詞,5,common,ai,word,,
規矩,規律/行儀の良い,ㄍㄨㄟ ㄐㄩˇ / ㄍㄨㄟ ㄐㄩˇ,guījǔ / guījǔ,名詞/状態動詞(形容詞),5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
鬼,幽霊/悪魔/ずる賢い人,ㄍㄨㄟˇ,guǐ,名詞,5,common,ai,word,,
貴姓,お名前は何ですか,ㄍㄨㄟˋ ㄒㄧㄥˋ,guìxìng,,5,common,ai,word,,
國內,国内の,ㄍㄨㄛˊ ㄋㄟˋ,guónèi,名詞,5,common,ai,word,,
國外,国外の/海外の,ㄍㄨㄛˊ ㄨㄞˋ,guówài,名詞,5,common,ai,word,,
國王,国王,ㄍㄨㄛˊ ㄨㄤˊ,guówáng,名詞,5,common,ai,word,,
國語,中国語,ㄍㄨㄛˊ ㄩˇ,guóyǔ,名詞,5,common,ai,word,,
過去,過去/過ぎ去る,ㄍㄨㄛˋ ㄑㄩˋ,guòqù,名詞/自動詞,5,common,ai,word,,
過日子,生活する/暮らす,ㄍㄨㄛˋ ㄖˋ ˙ㄗ,guòrìzi,自動詞,5,common,ai,word,,
嗨,やあ/おい,ㄏㄞ,hāi,助詞,5,common,ai,word,,
還是,それとも/やはり / やはり/まだ/むしろ,ㄏㄞˊ ㄕˋ / ㄏㄞˊ ㄕˋ,háishì / háishì,副詞,1,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
還要,さらに〜が必要だ,ㄏㄞˊ ㄧㄠˋ,háiyào,副詞,5,common,ai,word,,
海報,ポスター,ㄏㄞˇ ㄅㄠˋ,hǎibào,名詞,5,common,ai,word,,
海灘,海岸/ビーチ,ㄏㄞˇ ㄊㄢ,hǎitān,名詞,5,common,ai,word,,
海洋,海洋/海,ㄏㄞˇ ㄧㄤˊ,hǎiyáng,名詞,5,common,ai,word,,
害,害する/災い,ㄏㄞˋ,hài,動詞,5,common,ai,word,,
漢語,中国語,ㄏㄢˋ ㄩˇ,hànyǔ,名詞,5,common,ai,word,,
好,良い / 良い/好む,ㄏㄠˇ / ㄏㄠˋ / ㄏㄠˇ,hǎo / hào / hǎo,状態動詞(形容詞)/接続詞,1,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
好好,しっかり/十分に,ㄏㄠˇ ㄏㄠˇ,hǎohǎo/hǎohǎor,副詞,5,common,ai,word,,原表記: 好好/好好兒
好了,よし/完了した,ㄏㄠˇ ˙ㄌㄜ,hǎole,助詞,5,common,ai,word,,
和,〜と / と/一緒に/和解する,ㄏㄜˊ / ㄏㄜˊ,hé / hé,介詞(前置詞),2,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
合,合う/閉じる,ㄏㄜˊ / ㄏㄜˊ,hé / hé,副詞/自動詞/状態動詞(形容詞),5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
合唱,合唱する,ㄏㄜˊ ㄔㄤˋ,héchàng,動詞,5,common,ai,word,,
黑,黒い,ㄏㄟ,hēi,状態動詞(形容詞),5,common,ai,word,,
恨,憎む/後悔する,ㄏㄣˋ / ㄏㄣˋ,hèn / hèn,状態動詞/名詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
恨不得,〜したくてたまらない,ㄏㄣˋ ㄅㄨˋ ˙ㄉㄜ,hènbùde,状態動詞,5,common,ai,word,,
紅,赤い/人気がある,ㄏㄨㄥˊ,hóng,状態動詞(形容詞),5,common,ai,word,,
紅包,ご祝儀/賄賂,ㄏㄨㄥˊ ㄅㄠ,hóngbāo,名詞,5,common,ai,word,,
紅豆,小豆,ㄏㄨㄥˊ ㄉㄡˋ,hóngdòu,名詞,5,common,ai,word,,
紅綠燈,信号機,ㄏㄨㄥˊ ㄌㄩˋ ㄉㄥ,hónglǜdēng,名詞,5,common,ai,word,,
厚,厚い/親切な,ㄏㄡˋ,hòu,状態動詞(形容詞),5,common,ai,word,,
後,後ろ / 後ろ/後方,ㄏㄡˋ(ㄇㄧㄢˋ) / ㄏㄡˋ,hòu(miàn) / hòu,限定詞/名詞,2,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
忽然,突然,ㄏㄨ ㄖㄢˊ,hūrán/hū,副詞,5,common,ai,word,,原表記: 忽然/忽
糊塗,ぼんやりした/愚かな,ㄏㄨˊ ㄊㄨˊ,hútú,状態動詞(形容詞),5,common,ai,word,,
互相,互いに,ㄏㄨˋ ㄒㄧㄤ,hùxiāng,副詞,5,common,ai,word,,
護照,パスポート,ㄏㄨˋ ㄓㄠˋ,hùzhào,名詞,5,common,ai,word,,
黃,黄色い/卑猥な/失敗する,ㄏㄨㄤˊ,huáng,状態動詞(形容詞),5,common,ai,word,,
花心,浮気性な,ㄏㄨㄚ ㄒㄧㄣ,huāxīn,状態動詞(形容詞),5,common,ai,word,,
花園,庭園,ㄏㄨㄚ ㄩㄢˊ,huāyuán,名詞,5,common,ai,word,,
滑雪,スキーをする,ㄏㄨㄚˊ ㄒㄩㄝˇ,huáxuě,離合動詞,5,common,ai,word,,
化妝品,化粧品,ㄏㄨㄚˋ ㄓㄨㄤ ㄆㄧㄣˇ,huàzhuāngpǐn,名詞,5,common,ai,word,,
恢復,回復する/復旧する,ㄏㄨㄟ ㄈㄨˋ,huīfù,変化動詞,5,common,ai,word,,
回想,回想する,ㄏㄨㄟˊ ㄒㄧㄤˇ,huíxiǎng,動詞,5,common,ai,word,,
會,〜できる(習得)/〜だろう / できる/会う/集まる,ㄏㄨㄟˋ / ㄏㄨㄟˋ,huì / huì,名詞,2,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
會場,会場,ㄏㄨㄟˋ ㄔㄤˇ,huìchǎng,名詞,5,common,ai,word,,
會話,会話,ㄏㄨㄟˋ ㄏㄨㄚˋ,huìhuà,名詞,5,common,ai,word,,
會議,会議,ㄏㄨㄟˋ ㄧˋ,huìyì,名詞,5,common,ai,word,,
婚禮,結婚式,ㄏㄨㄣ ㄌㄧˇ,hūnlǐ,名詞,5,common,ai,word,,
婚姻,結婚,ㄏㄨㄣ ㄧㄣ,hūnyīn,名詞,5,common,ai,word,,
混亂,混乱した/乱れた,ㄏㄨㄣˋ ㄌㄨㄢˋ,hùnluàn,状態動詞(形容詞),5,common,ai,word,,
活,生きる/生きている,ㄏㄨㄛˊ / ㄏㄨㄛˊ,huó / huó/huór,状態動詞(連体用)/名詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
活動,イベント/活動 / 活動する/動く,ㄏㄨㄛˊ ㄉㄨㄥˋ / ㄏㄨㄛˊ ㄉㄨㄥˋ,huódòng / huódòng,自動詞,3,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
或許,ひょっとすると,ㄏㄨㄛˋ ㄒㄩˇ,huòxǔ,副詞,5,common,ai,word,,
基本,基本的な,ㄐㄧ ㄅㄣˇ,jīběn,名詞/状態動詞(形容詞),5,common,ai,word,,
基礎,基礎/土台,ㄐㄧ ㄔㄨˇ,jīchǔ,名詞,5,common,ai,word,,
激動,感動する/興奮する,ㄐㄧ ㄉㄨㄥˋ,jīdòng,状態動詞(形容詞),5,common,ai,word,,
基督教,キリスト教,ㄐㄧ ㄉㄨ ㄐㄧㄠˋ,jīdūjiào,名詞,5,common,ai,word,,
積極,積極的な,ㄐㄧ ㄐㄧˊ,jījí,状態動詞(形容詞),5,common,ai,word,,
激烈,激しい,ㄐㄧ ㄌㄧㄝˋ,jīliè,状態動詞(形容詞),5,common,ai,word,,
機器,機械,ㄐㄧ ㄑㄧˋ,jīqì,名詞,5,common,ai,word,,
及,および/と,ㄐㄧˊ,jí,接続詞,5,common,ai,word,,
及時,タイムリーな/間に合う,ㄐㄧˊ ㄕˊ,jíshí,副詞,5,common,ai,word,,
擠,押し合う/詰め込む,ㄐㄧˇ,jǐ,動詞/状態動詞(形容詞),5,common,ai,word,,
記,記録する/覚える,ㄐㄧˋ,jì,状態動詞/動詞,5,common,ai,word,,
記錄,記録する/記録,ㄐㄧˋ ㄌㄨˋ,jìlù,名詞/動詞,5,common,ai,word,,
紀念,記念する/記念品,ㄐㄧˋ ㄋㄧㄢˋ,jìniàn,名詞/状態動詞,5,common,ai,word,,
技巧,技術/コツ,ㄐㄧˋ ㄑㄧㄠˇ,jìqiǎo,名詞,5,common,ai,word,,
繼續,続ける,ㄐㄧˋ ㄒㄩˋ,jìxù,動詞,5,common,ai,word,,
記憶,記憶する/記憶,ㄐㄧˋ ㄧˋ / ㄐㄧˋ ㄧˋ,jìyì / jìyì,名詞/自動詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
家,家 / 家/家族,ㄐㄧㄚ / ㄐㄧㄚ,jiā / jiā,量詞,1,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
假,休み/休暇 / 偽の/休暇,ㄐㄧㄚˋ / ㄐㄧㄚˇ / ㄐㄧㄚˇ,jià / jiǎ / jiǎ,状態動詞(形容詞)/介詞(前置詞),4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
架,支える/棚/架台,ㄐㄧㄚˋ / ㄐㄧㄚˋ,jià / jià/jià(zi),量詞/動詞/名詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
價格,価格,ㄐㄧㄚˋ ㄍㄜˊ,jiàgé,名詞,5,common,ai,word,,
肩膀,肩,ㄐㄧㄢ ㄅㄤˇ,jiānbǎng,名詞,5,common,ai,word,,
堅持,固執する/やり抜く,ㄐㄧㄢ ㄔˊ,jiānchí,状態動詞(形容詞),5,common,ai,word,,
剪,切る/はさみ,ㄐㄧㄢˇ,jiǎn,動詞,5,common,ai,word,,
檢查,検査する/点検する,ㄐㄧㄢˇ ㄔㄚˊ,jiǎnchá,動詞,5,common,ai,word,,
將來,将来,ㄐㄧㄤ ㄌㄞˊ,jiānglái,名詞,5,common,ai,word,,
獎學金,奨学金,ㄐㄧㄤˇ ㄒㄩㄝˊ ㄐㄧㄣ,jiǎngxuéjīn,名詞,5,common,ai,word,,
降低,下げる/低下させる,ㄐㄧㄤˋ ㄉㄧ,jiàngdī,変化動詞,5,common,ai,word,,
講話,話す/演説する,ㄐㄧㄤˇ ㄏㄨㄚˋ,jiǎnghuà,離合動詞,5,common,ai,word,,
講價,値切る,ㄐㄧㄤˇ ㄐㄧㄚˋ,jiǎngjià,自動詞,5,common,ai,word,,
講究,こだわる/重視する,ㄐㄧㄤˇ ㄐㄧㄡˋ,jiǎngjiù,状態動詞(形容詞),5,common,ai,word,,
醬油,醤油,ㄐㄧㄤˋ ㄧㄡˊ,jiàngyóu,名詞,5,common,ai,word,,
堅強,強固な、たくましい,ㄐㄧㄢ ㄑㄧㄤˊ,jiānqiáng,状態動詞(形容詞),5,common,ai,word,,
減輕,軽減する、和らげる,ㄐㄧㄢˇ ㄑㄧㄥ,jiǎnqīng,変化動詞,5,common,ai,word,,
減少,減らす、減少する,ㄐㄧㄢˇ ㄕㄠˇ,jiǎnshǎo,変化動詞,5,common,ai,word,,
簡直,全く、実に,ㄐㄧㄢˇ ㄓˊ,jiǎnzhí,副詞,5,common,ai,word,,
建立,設立する、築く,ㄐㄧㄢˋ ㄌㄧˋ,jiànlì,動詞,5,common,ai,word,,
建設,建設する、構築する,ㄐㄧㄢˋ ㄕㄜˋ,jiànshè,名詞/動詞,5,common,ai,word,,
驕傲,誇らしい、傲慢な,ㄐㄧㄠ ㄠˋ,jiāoào,状態動詞(形容詞),5,common,ai,word,,
交流,交流する、やり取り,ㄐㄧㄠ ㄌㄧㄡˊ,jiāoliú,自動詞,5,common,ai,word,,
郊區,郊外,ㄐㄧㄠ ㄑㄩ,jiāoqū,名詞,5,common,ai,word,,
交友,友達を作る,ㄐㄧㄠ ㄧㄡˇ,jiāoyǒu,自動詞,5,common,ai,word,,
角度,角度、視点,ㄐㄧㄠˇ ㄉㄨˋ,jiǎodù,名詞,5,common,ai,word,,
教,教える / 教える、宗教,ㄐㄧㄠ / ㄐㄧㄠˋ,jiāo / jiào,状態動詞,2,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
教導,指導する、教え導く,ㄐㄧㄠˋ ㄉㄠˇ,jiàodǎo,動詞,5,common,ai,word,,
教法,教授法、教義,ㄐㄧㄠˋ ㄈㄚˇ,jiàofǎ,名詞,5,common,ai,word,,
教練,コーチ、指導者,ㄐㄧㄠˋ ㄌㄧㄢˋ,jiàoliàn,名詞,5,common,ai,word,,
教堂,教会,ㄐㄧㄠˋ ㄊㄤˊ,jiàotáng,名詞,5,common,ai,word,,
教訓,教訓、説教する,ㄐㄧㄠˋ ㄒㄩㄣˋ / ㄐㄧㄠˋ ㄒㄩㄣˋ,jiàoxùn / jiàoxùn,名詞/動詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
加強,強化する,ㄐㄧㄚ ㄑㄧㄤˊ,jiāqiáng,動詞,5,common,ai,word,,
加入,加入する、混ぜる,ㄐㄧㄚ ㄖㄨˋ,jiārù,変化動詞,5,common,ai,word,,
家鄉,故郷,ㄐㄧㄚ ㄒㄧㄤ,jiāxiāng,名詞,5,common,ai,word,,
家長,保護者、世帯主,ㄐㄧㄚ ㄓㄤˇ,jiāzhǎng,名詞,5,common,ai,word,,
假如,もし〜なら,ㄐㄧㄚˇ ㄖㄨˊ,jiǎrú,接続詞,5,common,ai,word,,
假裝,ふりをする,ㄐㄧㄚˇ ㄓㄨㄤ,jiǎzhuāng,動詞,5,common,ai,word,,
價錢,価格、値段,ㄐㄧㄚˋ ㄑㄧㄢˊ,jiàqián,名詞,5,common,ai,word,,
價值,価値、値打ち,ㄐㄧㄚˋ ㄓˊ / ㄐㄧㄚˋ ㄓˊ,jiàzhí / jiàzhí,名詞/状態動詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
接觸,接触する、触れる,ㄐㄧㄝ ㄔㄨˋ,jiēchù,動詞,5,common,ai,word,,
接受,受け入れる,ㄐㄧㄝ ㄕㄡˋ,jiēshòu,動詞,5,common,ai,word,,
結,実る、結び目,ㄐㄧㄝˊ / ㄐㄧㄝˊ,jié / jié,動詞/名詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
節,節、継ぎ目,ㄐㄧㄝˊ,jié,量詞,5,common,ai,word,,
節目,番組、演目,ㄐㄧㄝˊ ㄇㄨˋ,jiémù,名詞,5,common,ai,word,,
結局,結末、結末,ㄐㄧㄝˊ ㄐㄩˊ,jiéjú,名詞,5,common,ai,word,,
解決,解決する,ㄐㄧㄝˇ ㄐㄩㄝˊ,jiějué,動詞,5,common,ai,word,,
姊妹,姉妹,ㄐㄧㄝˇ ㄇㄟˋ,jiěmèi,名詞,5,common,ai,word,,
解釋,説明する、解釈,ㄐㄧㄝˇ ㄕˋ,jiěshì,動詞/名詞,5,common,ai,word,,
斤,斤（重さの単位）,ㄐㄧㄣ,jīn,量詞,5,common,ai,word,,
金,金（金属）,ㄐㄧㄣ(ㄗ˙),jīn(zi),名詞,5,common,ai,word,,原表記: 金(子)
緊,きつい、差し迫った,ㄐㄧㄣˇ,jǐn,状態動詞(形容詞),5,common,ai,word,,
僅,ただ、わずかに,ㄐㄧㄣˇ,jǐn,副詞,5,common,ai,word,,
僅僅,ただ、ほんの,ㄐㄧㄣˇ ㄐㄧㄣˇ,jǐnjǐn,副詞,5,common,ai,word,,
盡,使い果たす、尽くす,ㄐㄧㄣˋ,jìn,動詞,5,common,ai,word,,
進,入る / 進む、入る,ㄐㄧㄣˋ / ㄐㄧㄣˋ,jìn / jìn,動詞,2,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
經,経典、古典,ㄐㄧㄥ,jīng,動詞,5,common,ai,word,,
經費,経費、資金,ㄐㄧㄥ ㄈㄟˋ,jīngfèi,名詞,5,common,ai,word,,
經過,通る/経る/経過 / 経過する、経由する,ㄐㄧㄥ ㄍㄨㄛˋ / ㄐㄧㄥ ㄍㄨㄛˋ,jīngguò / jīngguò,名詞/介詞(前置詞),3,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
驚訝,驚いた,ㄐㄧㄥ ㄧㄚˋ,jīngyà,状態動詞(形容詞),5,common,ai,word,,
經驗,経験 / 経験する、経験,ㄐㄧㄥ ㄧㄢˋ / ㄐㄧㄥ ㄧㄢˋ,jīngyàn / jīngyàn,変化動詞,3,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
警察,警察官,ㄐㄧㄥˇ ㄔㄚˊ,jǐngchá,名詞,5,common,ai,word,,
儘管,〜にもかかわらず、遠慮なく,ㄐㄧㄣˇ ㄍㄨㄢˇ / ㄐㄧㄣˇ ㄍㄨㄢˇ,jǐnguǎn / jǐnguǎn,接続詞/副詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
進行,進行する/行う,ㄐㄧㄣˋ ㄒㄧㄥˊ,jìnxíng,動詞,5,common,ai,word,,
進一步,さらに/一層,ㄐㄧㄣˋ ㄧ ㄅㄨˋ,jìnyībù,副詞,5,common,ai,word,,
酒吧,バー/酒場,ㄐㄧㄡˇ ㄅㄚ,jiǔbā,名詞,5,common,ai,word,,
救,救う/助ける,ㄐㄧㄡˋ,jiù,動詞,5,common,ai,word,,
就,すぐに/〜ならば…だ / その時は/すぐに/まさに,ㄐㄧㄡˋ / ㄐㄧㄡˋ / ㄐㄧㄡˋ,jiù / jiù / jiù,介詞(前置詞)/状態動詞,1,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
就是,まさに/ただ/～でさえ,ㄐㄧㄡˋ ㄕˋ / ㄐㄧㄡˋ ㄕˋ,jiùshì / jiùshì,接続詞/副詞,5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
就算,たとえ～だとしても,ㄐㄧㄡˋ ㄙㄨㄢˋ,jiùsuàn,接続詞,5,common,ai,word,,
舅舅,母方の叔父/伯父,ㄐㄧㄡˋ ˙ㄐㄧㄡ,jiùjiu,名詞,5,common,ai,word,,原表記: 舅舅(˙ㄐㄧㄡ) /舅
舅媽,叔母/伯母,ㄐㄧㄡˋ ㄇㄚ,jiùmā,名詞,5,common,ai,word,,
居住,居住する/住む,ㄐㄩ ㄓㄨˋ,jūzhù,自動詞,5,common,ai,word,,
舉,持ち上げる/挙げる/引用する,ㄐㄩˇ,jǔ,動詞,5,common,ai,word,,
舉辦,開催する/催す,ㄐㄩˇ ㄅㄢˋ,jǔbàn,動詞,5,common,ai,word,,
舉手,手を挙げる,ㄐㄩˇ ㄕㄡˇ,jǔshǒu,離合動詞,5,common,ai,word,,
舉行,開催する/行う,ㄐㄩˇ ㄒㄧㄥˊ,jǔxíng,動詞,5,common,ai,word,,
聚,集まる/集合する,ㄐㄩˋ,jù,自動詞,5,common,ai,word,,
距,～から離れている,ㄐㄩˋ,jù,介詞(前置詞),5,common,ai,word,,
拒絕,拒絶する/断る,ㄐㄩˋ ㄐㄩㄝˊ,jùjué,動詞,5,common,ai,word,,
距離,距離/～から離れる,ㄐㄩˋ ㄌㄧˊ / ㄐㄩˋ ㄌㄧˊ,jùlí / jùlí,名詞/介詞(前置詞),5,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
劇本,脚本/台本,ㄐㄩˋ ㄅㄣˇ,jùběn,名詞,5,common,ai,word,,
