headword,meaning_ja,zhuyin,pinyin,pos,tocfl_level,taiwan_usage,source,entry_type,scene_tags,notes
採購,調達する/仕入れる,ㄘㄞˇ ㄍㄡˋ,cǎigòu,動詞,6,common,ai,word,,
才能,才能/能力,ㄘㄞˊ ㄋㄥˊ,cáinéng,名詞,6,common,ai,word,,
裁判,審判/判決/裁く,ㄘㄞˊ ㄆㄢˋ,cáipàn,名詞,6,common,ai,word,,
彩色,彩色の/カラフルな,ㄘㄞˇ ㄙㄜˋ,cǎisè,状態動詞(連体用),6,common,ai,word,,
裁員,人員削減する,ㄘㄞˊ ㄩㄢˊ,cáiyuán,変化動詞,6,common,ai,word,,
蠶,カイコ,ㄘㄢˊ,cán,名詞,6,common,ai,word,,
慘,悲惨な/ひどい,ㄘㄢˇ,cǎn,状態動詞(形容詞),6,common,ai,word,,
藏,チベット/隠す,ㄘㄤˊ,cáng,動詞,6,common,ai,word,,
慚愧,恥ずかしい,ㄘㄢˊ ㄎㄨㄟˋ,cánkuì,状態動詞(形容詞),6,common,ai,word,,
參與,参加する,ㄘㄢ ㄩˋ,cānyù,動詞,6,common,ai,word,,
操心,気を揉む/心配する,ㄘㄠ ㄒㄧㄣ,cāoxīn,状態動詞(形容詞),6,common,ai,word,,
操作,操作する/扱う,ㄘㄠ ㄗㄨㄛˋ,cāozuò,動詞,6,common,ai,word,,
冊,冊(本の数え方),ㄘㄜˋ,cè,量詞,6,common,ai,word,,
測量,測量する/測定する,ㄘㄜˋ ㄌㄧㄤˊ,cèliáng,動詞,6,common,ai,word,,
策略,戦略/策略,ㄘㄜˋ ㄌㄩㄝˋ,cèlüè,名詞,6,common,ai,word,,
測試,テストする/試験,ㄘㄜˋ ㄕˋ,cèshì,動詞,6,common,ai,word,,
測驗,試験/テストする,ㄘㄜˋ ㄧㄢˋ,cèyàn,名詞/動詞,6,common,ai,word,,
差,劣っている/(成績・質が)悪い / 差/違い,˙ㄔㄚ / ㄔㄚ,cha / chā,名詞,4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
插,差し込む/挿入する,ㄔㄚ,chā,動詞,6,common,ai,word,,
差錯,間違い/ミス,ㄔㄚ ㄘㄨㄛˋ,chācuò,名詞,6,common,ai,word,,
插花,生け花をする,ㄔㄚ ㄏㄨㄚ,chāhuā,自動詞,6,common,ai,word,,
茶會,茶会,ㄔㄚˊ ㄏㄨㄟˋ,cháhuì,名詞,6,common,ai,word,,
拆,開ける/取り壊す,ㄔㄞ,chāi,動詞,6,common,ai,word,,
差距,格差/隔たり,ㄔㄚ ㄐㄩˋ,chājù,名詞,6,common,ai,word,,
產,産む/生産する,ㄔㄢˇ,chǎn,動詞,6,common,ai,word,,
長處,長所/利点,ㄔㄤˊ ㄔㄨˋ,chángchù,名詞,6,common,ai,word,,
場地,場所/敷地,ㄔㄤˇ ㄉㄧˋ,chǎngdì,名詞,6,common,ai,word,,
長度,長さ,ㄔㄤˊ ㄉㄨˋ,chángdù,名詞,6,common,ai,word,,
場合,場合/場面,ㄔㄤˇ ㄏㄜˊ,chǎnghé,名詞,6,common,ai,word,,
長久,長期間の/永続的な,ㄔㄤˊ ㄐㄧㄡˇ,chángjiǔ,状態動詞(形容詞),6,common,ai,word,,
廠商,メーカー/業者,ㄔㄤˇ ㄕㄤ,chǎngshāng,名詞,6,common,ai,word,,
場所,場所/現場,ㄔㄤˇ ㄙㄨㄛˇ,chǎngsuǒ,名詞,6,common,ai,word,,
長途,長距離の,ㄔㄤˊ ㄊㄨˊ,chángtú,状態動詞(連体用),6,common,ai,word,,
產量,生産量,ㄔㄢˇ ㄌㄧㄤˋ,chǎnliàng,名詞,6,common,ai,word,,
產業,産業,ㄔㄢˇ ㄧㄝˋ,chǎnyè,名詞,6,common,ai,word,,
朝,朝鮮/朝廷,ㄔㄠˊ,cháo,介詞(前置詞),6,common,ai,word,,
抄,書き写す/盗作する,ㄔㄠ,chāo,動詞,6,common,ai,word,,
超出,超える/上回る,ㄔㄠ ㄔㄨ,chāochū,変化動詞,6,common,ai,word,,
潮流,潮流/流行,ㄔㄠˊ ㄌㄧㄡˊ,cháoliú,名詞,6,common,ai,word,,
吵鬧,騒がしい/騒ぐ,ㄔㄠˇ ㄋㄠˋ,chǎonào,自動詞,6,common,ai,word,,
鈔票,紙幣/札,ㄔㄠ ㄆㄧㄠˋ,chāopiào,名詞,6,common,ai,word,,
超人,スーパーマン/超人,ㄔㄠ ㄖㄣˊ,chāorén,名詞,6,common,ai,word,,
潮溼,湿った/じめじめした,ㄔㄠˊ ㄕ,cháoshī,状態動詞(形容詞),6,common,ai,word,,原表記: 潮溼/潮濕
超越,超越する/超える,ㄔㄠ ㄩㄝˋ,chāoyuè,動詞,6,common,ai,word,,
超重,重量超過,ㄔㄠ ㄓㄨㄥˋ,chāozhòng,変化動詞,6,common,ai,word,,
插圖,挿絵,ㄔㄚ ㄊㄨˊ,chātú,名詞,6,common,ai,word,,
扯,引っ張る/引き裂く,ㄔㄜˇ,chě,動詞,6,common,ai,word,,
澈底,徹底的,ㄔㄜˋ ㄉㄧˇ,chèdǐ,状態動詞(形容詞),6,common,ai,word,,原表記: 澈底/徹底
沉,沈む,ㄔㄣˊ,chén,変化動詞,6,common,ai,word,,原表記: 沉/沈
稱,似合う/量る,ㄔㄥ / ㄔㄥˋ,chēng / chèng,動詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
撐,支える/突っ張る,ㄔㄥ,chēng,動詞,6,common,ai,word,,
成本,原価/コスト,ㄔㄥˊ ㄅㄣˇ,chéngběn,名詞,6,common,ai,word,,
成分,成分/構成要素,ㄔㄥˊ ㄈㄣˋ,chéngfèn,名詞,6,common,ai,word,,原表記: 成分/成份
成交,取引成立,ㄔㄥˊ ㄐㄧㄠ,chéngjiāo,変化動詞,6,common,ai,word,,
乘客,乗客,ㄔㄥˊ ㄎㄜˋ,chéngkè,名詞,6,common,ai,word,,
誠懇,誠実な,ㄔㄥˊ ㄎㄣˇ,chéngkěn,状態動詞(形容詞),6,common,ai,word,,
成立,設立する/成り立つ,ㄔㄥˊ ㄌㄧˋ,chénglì,変化動詞,6,common,ai,word,,
成天,一日中,ㄔㄥˊ ㄊㄧㄢ,chéngtiān,副詞,6,common,ai,word,,
成為,～になる,ㄔㄥˊ ㄨㄟˊ,chéngwéi,変化動詞,6,common,ai,word,,
呈現,現れる/呈する,ㄔㄥˊ ㄒㄧㄢˋ,chéngxiàn,変化動詞,6,common,ai,word,,
程序,手順/プロセス,ㄔㄥˊ ㄒㄩˋ,chéngxù,名詞,6,common,ai,word,,
成語,四字熟語,ㄔㄥˊ ㄩˇ,chéngyǔ,名詞,6,common,ai,word,,
陳列,陳列する,ㄔㄣˊ ㄌㄧㄝˋ,chénliè,動詞,6,common,ai,word,,
車票,乗車券,ㄔㄜ ㄆㄧㄠˋ,chēpiào,名詞,6,common,ai,word,,
遲,遅い,ㄔˊ,chí,変化動詞,6,common,ai,word,,
翅膀,翼,ㄔˋ ㄅㄤˇ,chìbǎng/chì,名詞,6,common,ai,word,,原表記: 翅膀/翅
尺寸,サイズ/寸法,ㄔˇ ㄘㄨㄣˋ,chǐcùn,名詞,6,common,ai,word,,
吃虧,損をする,ㄔ ㄎㄨㄟ,chīkuī,状態動詞(形容詞),6,common,ai,word,,
持續,持続する,ㄔˊ ㄒㄩˋ,chíxù,助動詞,6,common,ai,word,,
遲早,遅かれ早かれ,ㄔˊ ㄗㄠˇ,chízǎo,副詞,6,common,ai,word,,
重,重い / 重ねて/重い,ㄓㄨㄥˋ / ㄔㄨㄥˊ,zhòng / chóng,副詞,3,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
沖,洗い流す/注ぐ,ㄔㄨㄥ,chōng,動詞,6,common,ai,word,,
衝,突進する/激しい,ㄔㄨㄥ,chōng,自動詞,6,common,ai,word,,
崇拜,崇拝する,ㄔㄨㄥˊ ㄅㄞˋ,chóngbài,状態動詞,6,common,ai,word,,
充分,十分な,ㄔㄨㄥ ㄈㄣˋ,chōngfèn,状態動詞(形容詞),6,common,ai,word,,原表記: 充分/充份
崇高,崇高な,ㄔㄨㄥˊ ㄍㄠ,chónggāo,状態動詞(形容詞),6,common,ai,word,,
充滿,満ちている,ㄔㄨㄥ ㄇㄢˇ,chōngmǎn,変化動詞,6,common,ai,word,,
衝突,衝突/対立,ㄔㄨㄥ ㄊㄨˊ,chōngtú,名詞,6,common,ai,word,,
充足,十分な/豊富な,ㄔㄨㄥ ㄗㄨˊ,chōngzú,状態動詞(形容詞),6,common,ai,word,,
愁,憂える/心配する,ㄔㄡˊ,chóu,状態動詞(形容詞)/名詞,6,common,ai,word,,
抽屜,引き出し,ㄔㄡ ㄊㄧˋ,chōutì,名詞,6,common,ai,word,,
處,住む/場所,ㄔㄨˋ / ㄔㄨˇ,chù / chǔ,量詞/自動詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
出,出る / 出る/生じる,ㄔㄨ / ㄔㄨ,chū / chū,状態動詞,2,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
傳播,伝播する/広める,ㄔㄨㄢˊ ㄅㄛˋ,chuánbò,動詞,6,common,ai,word,,
傳達,伝える/伝達する,ㄔㄨㄢˊ ㄉㄚˊ,chuándá,動詞,6,common,ai,word,,
傳單,チラシ,ㄔㄨㄢˊ ㄉㄢ,chuándān,名詞,6,common,ai,word,,
床,ベッド / ベッド,ㄔㄨㄤˊ / ㄔㄨㄤˊ,chuáng / chuáng,量詞,2,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
幢,建物（棟）,ㄔㄨㄤˊ,chuáng,量詞,6,common,ai,word,,
闖,突き進む,ㄔㄨㄤˇ,chuǎng,動詞,6,common,ai,word,,
床單,シーツ,ㄔㄨㄤˊ ㄉㄢ,chuángdān,名詞,6,common,ai,word,,
窗口,窓口,ㄔㄨㄤ ㄎㄡˇ,chuāngkǒu,名詞,6,common,ai,word,,
創新,革新する/新しい試み,ㄔㄨㄤˋ ㄒㄧㄣ,chuàngxīn,動詞,6,common,ai,word,,
創作,創作する/作品,ㄔㄨㄤˋ ㄗㄨㄛˋ,chuàngzuò,名詞/動詞,6,common,ai,word,,
傳染,感染する/伝染する,ㄔㄨㄢˊ ㄖㄢˇ,chuánrǎn,動詞,6,common,ai,word,,
傳說,伝説/言い伝え,ㄔㄨㄢˊ ㄕㄨㄛ,chuánshuō,名詞/動詞,6,common,ai,word,,
傳送,伝送する/送る,ㄔㄨㄢˊ ㄙㄨㄥˋ,chuánsòng,動詞,6,common,ai,word,,
傳統,伝統/伝統的な / 伝統/伝統的な,ㄔㄨㄢˊ ㄊㄨㄥˇ / ㄔㄨㄢˊ ㄊㄨㄥˇ,chuántǒng / chuántǒng,名詞,4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
傳真,ファックス / ファックスする,ㄔㄨㄢˊ ㄓㄣ / ㄔㄨㄢˊ ㄓㄣ,chuánzhēn / chuánzhēn,動詞,4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
初步,初期の/暫定的な,ㄔㄨ ㄅㄨˋ,chūbù,副詞/状態動詞(連体用),6,common,ai,word,,
出產,生産する/産出する,ㄔㄨ ㄔㄢˇ,chūchǎn,状態動詞,6,common,ai,word,,
處處,至る所/どこも,ㄔㄨˋ ㄔㄨˋ,chùchù,副詞,6,common,ai,word,,
儲存,貯蔵する/蓄える,ㄔㄨˊ ㄘㄨㄣˊ,chúcún,動詞,6,common,ai,word,,
處罰,罰する/処罰する,ㄔㄨˇ ㄈㄚˊ,chǔfá,動詞,6,common,ai,word,,
除非,～でない限り,ㄔㄨˊ ㄈㄟ,chúfēi,接続詞,6,common,ai,word,,
初級,初級の,ㄔㄨ ㄐㄧˊ,chūjí,状態動詞(形容詞),6,common,ai,word,,
出境,出国する,ㄔㄨ ㄐㄧㄥˋ,chūjìng,変化動詞,6,common,ai,word,,
出口,出口 / 出口/口に出す,ㄔㄨ ㄎㄡˇ / ㄔㄨ ㄎㄡˇ,chūkǒu / chūkǒu,動詞/名詞,4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
純,純粋な/混じり気のない,ㄔㄨㄣˊ,chún,状態動詞(形容詞),6,common,ai,word,,
出色,際立った/優秀な,ㄔㄨ ㄙㄜˋ,chūsè,状態動詞(形容詞),6,common,ai,word,,
出身,出身である,ㄔㄨ ㄕㄣ,chūshēn,変化動詞,6,common,ai,word,,
出事,事故に遭う,ㄔㄨ ㄕˋ,chūshì,Vp-sep,6,common,ai,word,,
出售,売り出す/販売する,ㄔㄨ ㄕㄡˋ,chūshòu,動詞,6,common,ai,word,,
出席,出席する,ㄔㄨ ㄒㄧˊ,chūxí,動詞,6,common,ai,word,,
儲蓄,貯金する/貯蓄,ㄔㄨˊ ㄒㄩˋ,chúxù,自動詞,6,common,ai,word,,
出院,退院する,ㄔㄨ ㄩㄢˋ,chūyuàn,自動詞,6,common,ai,word,,
刺,刺す/棘,ㄘˋ,cì,動詞,6,common,ai,word,,
詞典,辞書,ㄘˊ ㄉㄧㄢˇ,cídiǎn,名詞,6,common,ai,word,,原表記: 詞典/辭典
詞彙,語彙,ㄘˊ ㄏㄨㄟˋ,cíhuì,名詞,6,common,ai,word,,
次數,回数/頻度,ㄘˋ ㄕㄨˋ,cìshù,名詞,6,common,ai,word,,
此外,その上/さらに,ㄘˇ ㄨㄞˋ,cǐwài,接続詞,6,common,ai,word,,
辭職,辞職する,ㄘˊ ㄓˊ,cízhí,自動詞,6,common,ai,word,,
從,〜から / ～から/～に従う,ㄘㄨㄥˊ / ㄘㄨㄥˊ,cóng / cóng,副詞,2,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
從此,それ以来,ㄘㄨㄥˊ ㄘˇ,cóngcǐ,副詞,6,common,ai,word,,
從沒,一度も～ない,ㄘㄨㄥˊ ㄇㄟˊ,cóngméi,副詞,6,common,ai,word,,
從事,従事する/取り組む,ㄘㄨㄥˊ ㄕˋ,cóngshì,状態動詞,6,common,ai,word,,
湊,寄せ集める/近づく,ㄘㄡˋ,còu,動詞,6,common,ai,word,,
粗,太い/粗い,ㄘㄨ,cū,状態動詞(形容詞),6,common,ai,word,,
催,急がせる/催促する,ㄘㄨㄟ,cuī,動詞,6,common,ai,word,,
促進,促進する/後押しする,ㄘㄨˋ ㄐㄧㄣˋ,cùjìn,動詞,6,common,ai,word,,
存款,預金/貯金,ㄘㄨㄣˊ ㄎㄨㄢˇ,cúnkuǎn,名詞,6,common,ai,word,,
搓,こする/揉む,ㄘㄨㄛ,cuō,動詞,6,common,ai,word,,
錯過,逃す/見逃す,ㄘㄨㄛˋ ㄍㄨㄛˋ,cuòguò,変化動詞,6,common,ai,word,,
措施,措置/対策,ㄘㄨㄛˋ ㄕ,cuòshī,名詞,6,common,ai,word,,
錯字,誤字,ㄘㄨㄛˋ ㄗˋ,cuòzì,名詞,6,common,ai,word,,
粗心,不注意な/軽率な,ㄘㄨ ㄒㄧㄣ,cūxīn,状態動詞(形容詞),6,common,ai,word,,
打,打つ/(球技を)する / ダース/打つ,ㄉㄚˇ / ㄉㄚˇ / ㄉㄚˇ,dǎ / dǎ / dǎ,量詞/介詞(前置詞),2,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
大半,過半数/大部分,ㄉㄚˋ ㄅㄢˋ,dàbàn,限定詞,6,common,ai,word,,
打扮,着飾る/化粧する,ㄉㄚˇ ㄅㄢˋ,dǎbàn,自動詞,6,common,ai,word,,
打包,梱包する/持ち帰る,ㄉㄚˇ ㄅㄠ,dǎbāo,動詞,6,common,ai,word,,
大便,排便する/便,ㄉㄚˋ ㄅㄧㄢˋ,dàbiàn,名詞,6,common,ai,word,,
大膽,大胆な,ㄉㄚˋ ㄉㄢˇ,dàdǎn,状態動詞(形容詞),6,common,ai,word,,
達到,達する/達成する,ㄉㄚˊ ㄉㄠˋ,dádào,変化動詞,6,common,ai,word,,
大地,大地/地球,ㄉㄚˋ ㄉㄧˋ,dàdì,名詞,6,common,ai,word,,
大都,大都/大部分,ㄉㄚˋ ㄉㄡ,dàdōu,副詞,6,common,ai,word,,
打斷,遮る/折る/骨折する,ㄉㄚˇ ㄉㄨㄢˋ,dǎduàn,変化動詞,6,common,ai,word,,
大哥,兄貴/年上の男性/親分,ㄉㄚˋ ㄍㄜ,dàgē,名詞,6,common,ai,word,,
待,滞在する/待つ,ㄉㄞˋ,dài,動詞/自動詞,6,common,ai,word,,
代,代わり/代用する/世代/時代,ㄉㄞˋ,dài,名詞/動詞,6,common,ai,word,,
帶,持って行く/連れて行く / 帯/ベルト,ㄉㄞˋ / ㄉㄞˋ(ㄗ˙),dài / dài(zi),名詞,2,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
帶動,促進する/牽引する,ㄉㄞˋ ㄉㄨㄥˋ,dàidòng,動詞,6,common,ai,word,,
大夫,高官/医師,ㄉㄞˋ ㄈㄨ,dàifū,名詞,6,common,ai,word,,
代溝,世代間のギャップ,ㄉㄞˋ ㄍㄡ,dàigōu,名詞,6,common,ai,word,,
待會,少し待つ,ㄉㄞ ㄏㄨㄟˋ,dāihuì /dāihuìr,副詞,6,common,ai,word,,原表記: 待會/待會兒
代價,代償/コスト,ㄉㄞˋ ㄐㄧㄚˋ,dàijià,名詞,6,common,ai,word,,
貸款,ローン/融資する,ㄉㄞˋ ㄎㄨㄢˇ,dàikuǎn,名詞/離合動詞,6,common,ai,word,,
代理,代理する/代行する,ㄉㄞˋ ㄌㄧˇ,dàilǐ,動詞,6,common,ai,word,,
帶路,案内する/先導する,ㄉㄞˋ ㄌㄨˋ,dàilù,自動詞,6,common,ai,word,,
待遇,待遇/給与,ㄉㄞˋ ㄩˋ,dàiyù,名詞,6,common,ai,word,,
大街,大通り,ㄉㄚˋ ㄐㄧㄝ,dàjiē,名詞,6,common,ai,word,,
大力,力強く/精力的に,ㄉㄚˋ ㄌㄧˋ,dàlì,副詞,6,common,ai,word,,
大量,大量の,ㄉㄚˋ ㄌㄧㄤˋ,dàliàng,限定詞,6,common,ai,word,,
單,伝票/リスト/用紙,ㄉㄢ,dān,副詞,6,common,ai,word,,
大腦,脳,ㄉㄚˋ ㄋㄠˇ,dànǎo,名詞,6,common,ai,word,,
蛋白質,タンパク質,ㄉㄢˋ ㄅㄞˊ ㄓˊ,dànbáizhí,名詞,6,common,ai,word,,
擔保,保証する,ㄉㄢ ㄅㄠˇ,dānbǎo,動詞,6,common,ai,word,,
單調,単調な,ㄉㄢ ㄉㄧㄠˋ,dāndiào,状態動詞(形容詞),6,common,ai,word,,
當,〜になる/担当する / 担当する/まさにその時,ㄉㄤ / ㄉㄤˋ / ㄉㄤ,dāng / dàng / dāng,状態動詞/限定詞,4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
擋,防ぐ/遮る/配置する,ㄉㄤˇ,dǎng,動詞,6,common,ai,word,,
檔案,ファイル/記録/アーカイブ,ㄉㄢˇ ㄍㄢˋ,dǎngàn,名詞,6,common,ai,word,,
當初,当初/あの時,ㄉㄤ ㄔㄨ,dāngchū,名詞,6,common,ai,word,,
當選,当選する/選出される,ㄉㄤ ㄒㄩㄢˇ,dāngxuǎn,変化動詞,6,common,ai,word,,
當中,〜の中/最中 / 中/中央,ㄉㄤ ㄓㄨㄥ / ㄉㄤ ㄓㄨㄥ,dāngzhōng / dāngzhōng,名詞,4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
膽量,度胸/勇気,ㄉㄢˇ ㄌㄧㄤˋ,dǎnliàng,名詞,6,common,ai,word,,
誕生,誕生する,ㄉㄢˋ ㄕㄥ,dànshēng,変化動詞,6,common,ai,word,,
單位,単位/職場,ㄉㄢ ㄨㄟˋ,dānwèi,名詞,6,common,ai,word,,
耽誤,遅らせる/妨げる,ㄉㄢ ㄨˋ,dānwù,動詞,6,common,ai,word,,
膽小,臆病な,ㄉㄢˇ ㄒㄧㄠˇ,dǎnxiǎo,状態動詞(形容詞),6,common,ai,word,,
到達,到着する,ㄉㄠˋ ㄉㄚˊ,dàodá,変化動詞,6,common,ai,word,,
道路,道路/道筋,ㄉㄠˋ ㄌㄨˋ,dàolù,名詞,6,common,ai,word,,
倒楣,運が悪い,ㄉㄠˇ ㄇㄟˊ,dǎoméi,状態動詞(形容詞),6,common,ai,word,,
到期,期限が来る/満期になる,ㄉㄠˋ ㄑㄧˊ,dàoqí,変化動詞,6,common,ai,word,,
導遊,ツアーガイド/案内する,ㄉㄠˇ ㄧㄡˊ,dǎoyóu,名詞,6,common,ai,word,,
大清早,早朝,ㄉㄚˋ ㄑㄧㄥ ㄗㄠˇ,dàqīngzǎo,名詞,6,common,ai,word,,
打擾,邪魔する/迷惑をかける,ㄉㄚˇ ㄖㄠˇ,dǎrǎo,動詞,6,common,ai,word,,
大嫂,義姉/年上の女性,ㄉㄚˋ ㄙㄠˇ,dàsǎo,名詞,6,common,ai,word,,
打算,〜するつもりだ / 計画/つもり/計算する,ㄉㄚˇ ㄙㄨㄢˋ / ㄉㄚˇ ㄙㄨㄢˋ,dǎsuàn / dǎsuàn,名詞,3,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
大腿,太もも,ㄉㄚˋ ㄊㄨㄟˇ,dàtuǐ,名詞,6,common,ai,word,,
大型,大型の,ㄉㄚˋ ㄒㄧㄥˊ,dàxíng,状態動詞(連体用),6,common,ai,word,,
大意,大意/不注意な,ㄉㄚˋ ㄧˋ,dàyì,状態動詞(形容詞)/名詞,6,common,ai,word,,
大有,大いに～がある,ㄉㄚˋ ㄧㄡˇ,dàyǒu,状態動詞,6,common,ai,word,,
打招呼,挨拶する/事前に知らせる,ㄉㄚˇ ㄓㄠ ㄏㄨ,dǎzhāohū,離合動詞,6,common,ai,word,,
打針,注射する,ㄉㄚˇ ㄓㄣ,dǎzhēn,離合動詞,6,common,ai,word,,
大致,おおよそ/だいたい,ㄉㄚˋ ㄓˋ,dàzhì,副詞/状態動詞(連体用),6,common,ai,word,,
大眾,大衆/一般の人々,ㄉㄚˋ ㄓㄨㄥˋ,dàzhòng,名詞,6,common,ai,word,,
打字,タイピングする,ㄉㄚˇ ㄗˋ,dǎzì,離合動詞,6,common,ai,word,,
大自然,自然,ㄉㄚˋ ㄗˋ ㄖㄢˊ,dàzìrán,名詞,6,common,ai,word,,
得分,得点する/評価を得る,ㄉㄜˊ ㄈㄣ,défēn,Vs-sep,6,common,ai,word,,
得獎,受賞する,ㄉㄜˊ ㄐㄧㄤˇ,déjiǎng,離合動詞,6,common,ai,word,,
得了,もういい/やめろ,ㄉㄜˊ ˙ㄌㄜ,déle,,6,common,ai,word,,
登,登る,ㄉㄥ,dēng,動詞,6,common,ai,word,,
凳,椅子/腰掛け,ㄉㄥˋ(ㄗ˙),dèng(zi),名詞,6,common,ai,word,,原表記: 凳(子)
等不及,待ちきれない,ㄉㄥˇ ㄅㄨˋ ㄐㄧˊ,děngbùjí,自動詞,6,common,ai,word,,
等級,等級/ランク,ㄉㄥˇ ㄐㄧˊ,děngjí,名詞,6,common,ai,word,,
登記,登録する,ㄉㄥ ㄐㄧˋ,dēngjì,変化動詞,6,common,ai,word,,
登山,登山する,ㄉㄥ ㄕㄢ,dēngshān,離合動詞,6,common,ai,word,,
等於,等しい/同じである,ㄉㄥˇ ㄩˊ,děngyú,状態動詞,6,common,ai,word,,
得罪,怒らせる/失礼する,ㄉㄜˊ ㄗㄨㄟˋ,dézuì,変化動詞,6,common,ai,word,,
抵,押し当てる/支える,ㄉㄧˇ,dǐ,動詞,6,common,ai,word,,
遞,手渡す/順に送る,ㄉㄧˋ,dì,動詞,6,common,ai,word,,
滴,滴/滴る,ㄉㄧ,dī,量詞/動詞,6,common,ai,word,,
墊,敷く/詰め物をする,ㄉㄧㄢˋ,diàn,動詞,6,common,ai,word,,
電動,電動の/テレビゲーム,ㄉㄧㄢˋ ㄉㄨㄥˋ,diàndòng,状態動詞(連体用),6,common,ai,word,,
典禮,式典,ㄉㄧㄢˇ ㄌㄧˇ,diǎnlǐ,名詞,6,common,ai,word,,
電器,電化製品,ㄉㄧㄢˋ ㄑㄧˋ,diànqì,名詞,6,common,ai,word,,
點燃,火をつける,ㄉㄧㄢˇ ㄖㄢˊ,diǎnrán,動詞,6,common,ai,word,,
電扇,扇風機,ㄉㄧㄢˋ ㄕㄢˋ,diànshàn/diànfēngshàn,名詞,6,common,ai,word,,原表記: 電扇/電風扇
電視劇,テレビドラマ,ㄉㄧㄢˋ ㄕˋ ㄐㄩˋ,diànshìjù,名詞,6,common,ai,word,,
電視台,テレビ局,ㄉㄧㄢˋ ㄕˋ ㄊㄞˊ,diànshìtái,名詞,6,common,ai,word,,原表記: 電視台/電視臺
電台,ラジオ局,ㄉㄧㄢˋ ㄊㄞˊ,diàntái,名詞,6,common,ai,word,,原表記: 電台/電臺
點頭,頷く,ㄉㄧㄢˇ ㄊㄡˊ,diǎntóu,離合動詞,6,common,ai,word,,
電線,電線/コード,ㄉㄧㄢˋ ㄒㄧㄢˋ,diànxiàn,名詞,6,common,ai,word,,
典型,典型的な/模範,ㄉㄧㄢˇ ㄒㄧㄥˊ,diǎnxíng,状態動詞(形容詞)/名詞,6,common,ai,word,,
吊,吊るす,ㄉㄧㄠˋ,diào,動詞,6,common,ai,word,,
釣,釣りをする,ㄉㄧㄠˋ,diào,動詞,6,common,ai,word,,
雕刻,彫刻する/彫刻,ㄉㄧㄠ ㄎㄜˋ,diāokè,名詞/動詞,6,common,ai,word,,
釣魚,釣りをする/居眠りする,ㄉㄧㄠˋ ㄩˊ,diàoyú,離合動詞,6,common,ai,word,,
低潮,干潮/低迷期,ㄉㄧ ㄔㄠˊ,dīcháo,名詞,6,common,ai,word,,
跌,転ぶ/下落する,ㄉㄧㄝˊ,dié,変化動詞,6,common,ai,word,,
跌倒,転倒する/失敗する,ㄉㄧㄝˊ ㄉㄠˇ,diédǎo,変化動詞,6,common,ai,word,,
抵抗,抵抗する,ㄉㄧˇ ㄎㄤˋ,dǐkàng,動詞,6,common,ai,word,,
地面,地面/床,ㄉㄧˋ ㄇㄧㄢˋ,dìmiàn,名詞,6,common,ai,word,,
頂,頂上/頭頂部,ㄉㄧㄥˇ / ㄉㄧㄥˇ,dǐng / dǐng,量詞/副詞/動詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
丁,成人男性/四番目,ㄉㄧㄥ,dīng,名詞,6,common,ai,word,,
盯,じっと見つめる,ㄉㄧㄥ,dīng,動詞,6,common,ai,word,,
訂購,注文する/予約する,ㄉㄧㄥˋ ㄍㄡˋ,dìnggòu,動詞,6,common,ai,word,,
訂婚,婚約する,ㄉㄧㄥˋ ㄏㄨㄣ,dìnghūn,離合動詞,6,common,ai,word,,
定期,定期的な,ㄉㄧㄥˋ ㄑㄧˊ,dìngqí,副詞/状態動詞(連体用),6,common,ai,word,,
的確,確かに/本当に,ㄉㄧˊ ㄑㄩㄝˋ,díquè,副詞,6,common,ai,word,,
地毯,絨毯,ㄉㄧˋ ㄊㄢˇ,dìtǎn,名詞,6,common,ai,word,,
丟臉,面目を失う/恥をかく,ㄉㄧㄡ ㄌㄧㄢˇ,diūliǎn,Vs-sep,6,common,ai,word,,
丟人,面目を失う/恥をさらす,ㄉㄧㄡ ㄖㄣˊ,diūrén,状態動詞(形容詞),6,common,ai,word,,
洞,穴/洞窟/ゼロ,ㄉㄨㄥˋ,dòng,名詞,6,common,ai,word,,
凍,凍る/ひどく寒い/煮こごり,ㄉㄨㄥˋ,dòng,状態動詞(形容詞),6,common,ai,word,,
棟,棟（建物の数え方）,ㄉㄨㄥˋ,dòng,量詞,6,common,ai,word,,
動不動,何かあるとすぐ/とかく,ㄉㄨㄥˋ ㄅㄨˋ ㄉㄨㄥˋ,dòngbùdòng,副詞,6,common,ai,word,,
