headword,meaning_ja,zhuyin,pinyin,pos,tocfl_level,taiwan_usage,source,entry_type,scene_tags,notes
救濟,救済する/救援する,ㄐㄧㄡˋ ㄐㄧˋ,jiùjì,動詞,7,common,ai,word,,
救援,救助する/支援する,ㄐㄧㄡˋ ㄩㄢˊ,jiùyuán,動詞,7,common,ai,word,,
居,住む/居住する,ㄐㄩ,jū,状態動詞,7,common,ai,word,,
局部,局部的/一部,ㄐㄩˊ ㄅㄨˋ,júbù,限定詞,7,common,ai,word,,
局面,局面/状況,ㄐㄩˊ ㄇㄧㄢˋ,júmiàn,名詞,7,common,ai,word,,
沮喪,落胆した/意気消沈した,ㄐㄩˇ ㄙㄤˋ,jǔsàng,状態動詞(形容詞),7,common,ai,word,,
舉止,振る舞い/態度,ㄐㄩˇ ㄓˇ,jǔzhǐ,名詞,7,common,ai,word,,
舉重,重量挙げ,ㄐㄩˇ ㄓㄨㄥˋ,jǔzhòng,名詞,7,common,ai,word,,
拒,拒む/抵抗する,ㄐㄩˋ,jù,動詞,7,common,ai,word,,
據悉,伝えられるところでは,ㄐㄩˋ ㄒㄧ,jùxī,接続詞,7,common,ai,word,,
俱全,すべて揃っている,ㄐㄩˋ ㄑㄩㄢˊ,jùquán,状態動詞(述語用),7,common,ai,word,,
捐獻,寄付する/提供する,ㄐㄩㄢ ㄒㄧㄢˋ,juānxiàn,動詞,7,common,ai,word,,
捐贈,寄贈する/寄付する,ㄐㄩㄢ ㄗㄥˋ,juānzèng,動詞,7,common,ai,word,,
決賽,決勝戦,ㄐㄩㄝˊ ㄙㄞˋ,juésài,名詞,7,common,ai,word,,
決議,決議/議決,ㄐㄩㄝˊ ㄧˋ,juéyì,名詞,7,common,ai,word,,
抉擇,選択する,ㄐㄩㄝˊ ㄗㄜˊ,juézé,名詞,7,common,ai,word,,
絕大多數,圧倒的多数,ㄐㄩㄝˊ ㄉㄚˋ ㄉㄨㄛ ㄕㄨˋ,juédàduōshù,限定詞,7,common,ai,word,,
絕跡,絶滅する/姿を消す,ㄐㄩㄝˊ ㄐㄧ,juéjī,変化動詞,7,common,ai,word,,
均,等しい/すべて,ㄐㄩㄣ,jūn,副詞,7,common,ai,word,,
均衡,均衡のとれた/釣り合いの取れた,ㄐㄩㄣ ㄏㄥˊ,jūnhéng,状態動詞(形容詞),7,common,ai,word,,
均勻,均一な/むらのない,ㄐㄩㄣ ㄩㄣˊ,jūnyún,状態動詞(形容詞),7,common,ai,word,,
軍官,将校/士官,ㄐㄩㄣ ㄍㄨㄢ,jūnguān,名詞,7,common,ai,word,,
開辦,開設する/始める,ㄎㄞ ㄅㄢˋ,kāibàn,動詞,7,common,ai,word,,
開導,諭す/啓発する,ㄎㄞ ㄉㄠˇ,kāidǎo,動詞,7,common,ai,word,,
開飯,食事を出す,ㄎㄞ ㄈㄢˋ,kāifàn,変化動詞,7,common,ai,word,,
開口,口を開く/話し始める,ㄎㄞ ㄎㄡˇ,kāikǒu,離合動詞,7,common,ai,word,,
開闊,広々とした/開けた,ㄎㄞ ㄎㄨㄛˋ,kāikuò,状態動詞(形容詞),7,common,ai,word,,
開路,道を切り開く/道路建設する,ㄎㄞ ㄌㄨˋ,kāilù,離合動詞,7,common,ai,word,,
開幕,開幕する,ㄎㄞ ㄇㄨˋ,kāimù,変化動詞,7,common,ai,word,,
開盤,取引を開始する,ㄎㄞ ㄆㄢˊ,kāipán,変化動詞,7,common,ai,word,,
開闢,開拓する/創設する,ㄎㄞ ㄆㄧˋ,kāipì,動詞,7,common,ai,word,,
開啟,開く/開始する/有効にする,ㄎㄞ ㄑㄧˇ,kāiqǐ,変化動詞,7,common,ai,word,,
開頭,始まり/端緒,ㄎㄞ ㄊㄡˊ,kāitóu/kāitóur,名詞,7,common,ai,word,,原表記: 開頭/開頭兒
開銷,支出/経費/支払う,ㄎㄞ ㄒㄧㄠ,kāixiāo,名詞,7,common,ai,word,,
開業,開業する,ㄎㄞ ㄧㄝˋ,kāiyè,変化動詞,7,common,ai,word,,
開展,展開する/発展させる,ㄎㄞ ㄓㄢˇ,kāizhǎn,動詞,7,common,ai,word,,
開張,開業する/初取引をする,ㄎㄞ ㄓㄤ,kāizhāng,変化動詞,7,common,ai,word,,
刊物,刊行物,ㄎㄢ ㄨˋ,kānwù,名詞,7,common,ai,word,,
刊登,掲載する,ㄎㄢ ㄉㄥ,kāndēng,動詞,7,common,ai,word,,
看守,見張る/守る,ㄎㄢ ㄕㄡˇ,kānshǒu,動詞,7,common,ai,word,,
康復,回復する/療養する,ㄎㄤ ㄈㄨˋ,kāngfù,変化動詞,7,common,ai,word,,
慷慨,気前が良い/寛大な,ㄎㄤ ㄎㄞˇ,kāngkǎi,状態動詞(形容詞),7,common,ai,word,,
扛,担ぐ/肩に担う,ㄎㄤˊ,káng,動詞,7,common,ai,word,,
抗爭,抗争する/抵抗する,ㄎㄤˋ ㄓㄥ,kàngzhēng,自動詞,7,common,ai,word,,
考場,試験会場,ㄎㄠˇ ㄔㄤˇ,kǎochǎng,名詞,7,common,ai,word,,
考古,考古学/考古学研究する,ㄎㄠˇ ㄍㄨˇ,kǎogǔ,自動詞,7,common,ai,word,,
考量,考慮/検討する,ㄎㄠˇ ㄌㄧㄤˊ,kǎoliáng,名詞,7,common,ai,word,,
考生,受験生,ㄎㄠˇ ㄕㄥ,kǎoshēng,名詞,7,common,ai,word,,
考驗,試練/試す,ㄎㄠˇ ㄧㄢˋ,kǎoyàn,動詞,7,common,ai,word,,
烤肉,バーベキュー/焼き肉,ㄎㄠˇ ㄖㄡˋ,kǎoròu,名詞,7,common,ai,word,,
刻畫,描写する,ㄎㄜˋ ㄏㄨㄚˋ,kèhuà,自動詞,7,common,ai,word,,原表記: 刻畫/刻劃
科幻,SFの/空想科学の,ㄎㄜ ㄏㄨㄢˋ,kēhuàn,状態動詞(形容詞),7,common,ai,word,,
苛責,厳しく責める/非難する,ㄎㄜ ㄗㄜˊ,kēzé,動詞,7,common,ai,word,,
殼,殻/外殻/ケース,ㄎㄜˊ,ké,名詞,7,common,ai,word,,
可觀,かなりの/目を見張る,ㄎㄜˇ ㄍㄨㄢ,kěguān,状態動詞(形容詞),7,common,ai,word,,
可見,見て取れる/明らかだ,ㄎㄜˇ ㄐㄧㄢˋ,kějiàn,接続詞,7,common,ai,word,,
可望,期待できる/見込みがある,ㄎㄜˇ ㄨㄤˋ,kěwàng,助動詞,7,common,ai,word,,
可行,実行可能な,ㄎㄜˇ ㄒㄧㄥˊ,kěxíng,状態動詞(形容詞),7,common,ai,word,,
刻薄,冷酷な/辛辣な,ㄎㄜˋ ㄅㄛˊ,kèbó,状態動詞(形容詞),7,common,ai,word,,
刻苦,勤勉な/苦労を厭わない,ㄎㄜˋ ㄎㄨˇ,kèkǔ,状態動詞(形容詞),7,common,ai,word,,
刻意,意図的に/わざと,ㄎㄜˋ ㄧˋ,kèyì,副詞,7,common,ai,word,,
客機,旅客機,ㄎㄜˋ ㄐㄧ,kèjī,名詞,7,common,ai,word,,
課業,学業/授業,ㄎㄜˋ ㄧㄝˋ,kèyè,名詞,7,common,ai,word,,
克制,抑制する/自制する,ㄎㄜˋ ㄓˋ,kèzhì,動詞,7,common,ai,word,,
吭聲,口を利く/声を出す,ㄎㄥ ㄕㄥ,kēngshēng,自動詞,7,common,ai,word,,
空曠,広々として何もない,ㄎㄨㄥ ㄎㄨㄤˋ,kōngkuàng,状態動詞(形容詞),7,common,ai,word,,
空難,航空事故,ㄎㄨㄥ ㄋㄢˋ,kōngnàn,名詞,7,common,ai,word,,
空談,無駄話/空論,ㄎㄨㄥ ㄊㄢˊ,kōngtán,自動詞,7,common,ai,word,,
空運,空輸する,ㄎㄨㄥ ㄩㄣˋ,kōngyùn,動詞,7,common,ai,word,,
孔,穴,ㄎㄨㄥˇ,kǒng,名詞,7,common,ai,word,,
恐嚇,脅す,ㄎㄨㄥˇ ㄏㄜˋ,kǒnghè,動詞,7,common,ai,word,,
恐懼,恐れる/恐怖,ㄎㄨㄥˇ ㄐㄩˋ,kǒngjù,状態動詞(形容詞),7,common,ai,word,,
口頭,口頭の,ㄎㄡˇ ㄊㄡˊ,kǒutóu,名詞,7,common,ai,word,,
口吻,口調/語気,ㄎㄡˇ ㄨㄣˇ,kǒuwěn,名詞,7,common,ai,word,,
扣除,差し引く,ㄎㄡˋ ㄔㄨˊ,kòuchú,動詞,7,common,ai,word,,
苦工,肉体労働/苦役,ㄎㄨˇ ㄍㄨㄥ,kǔgōng,名詞,7,common,ai,word,,
苦惱,悩む/苦悩する,ㄎㄨˇ ㄋㄠˇ,kǔnǎo,状態動詞(形容詞),7,common,ai,word,,
苦衷,言い出せない苦衷,ㄎㄨˇ ㄓㄨㄥ,kǔzhōng,名詞,7,common,ai,word,,
庫存,在庫,ㄎㄨˋ ㄘㄨㄣˊ,kùcún,名詞,7,common,ai,word,,
誇耀,自慢する,ㄎㄨㄚ ㄧㄠˋ,kuāyào,動詞,7,common,ai,word,,
跨越,越える/またぐ,ㄎㄨㄚˋ ㄩㄝˋ,kuàyuè,動詞,7,common,ai,word,,
快活,快活な/楽しい,ㄎㄨㄞˋ ㄏㄨㄛˊ,kuàihuó,状態動詞(形容詞),7,common,ai,word,,
寬廣,広々とした,ㄎㄨㄢ ㄍㄨㄤˇ,kuānguǎng,状態動詞(形容詞),7,common,ai,word,,
寬闊,広い/広大な,ㄎㄨㄢ ㄎㄨㄛˋ,kuānkuò,状態動詞(形容詞),7,common,ai,word,,
款,項目/資金,ㄎㄨㄢˇ,kuǎn,量詞,7,common,ai,word,,
款待,もてなす,ㄎㄨㄢˇ ㄉㄞˋ,kuǎndài,動詞,7,common,ai,word,,
狂風,強風/暴風,ㄎㄨㄤˊ ㄈㄥ,kuángfēng,名詞,7,common,ai,word,,
狂妄,傲慢な/うぬぼれた,ㄎㄨㄤˊ ㄨㄤˋ,kuángwàng,状態動詞(形容詞),7,common,ai,word,,
礦產,鉱物資源,ㄎㄨㄤˋ ㄔㄢˇ,kuàngchǎn,名詞,7,common,ai,word,,
礦工,鉱山労働者,ㄎㄨㄤˋ ㄍㄨㄥ,kuànggōng,名詞,7,common,ai,word,,
虧,損をする/不足する,ㄎㄨㄟ,kuī,変化動詞,7,common,ai,word,,
昆蟲,昆虫,ㄎㄨㄣ ㄔㄨㄥˊ,kūnchóng,名詞,7,common,ai,word,,
捆,束ねる,ㄎㄨㄣˇ,kǔn,動詞,7,common,ai,word,,
困,困らせる/閉じ込める,ㄎㄨㄣˋ,kùn,自動詞,7,common,ai,word,,
困境,苦境,ㄎㄨㄣˋ ㄐㄧㄥˋ,kùnjìng,名詞,7,common,ai,word,,
困擾,悩ませる/困惑,ㄎㄨㄣˋ ㄖㄠˇ,kùnrǎo,名詞/状態動詞(形容詞),7,common,ai,word,,
擴建,増築する,ㄎㄨㄛˋ ㄐㄧㄢˋ,kuòjiàn,動詞,7,common,ai,word,,
擴散,拡散する,ㄎㄨㄛˋ ㄙㄢˋ,kuòsàn,状態動詞(形容詞),7,common,ai,word,,
擴張,拡大する/膨張する,ㄎㄨㄛˋ ㄓㄤ,kuòzhāng,状態動詞,7,common,ai,word,,
拉票,票を集める,ㄌㄚ ㄆㄧㄠˋ,lāpiào,離合動詞,7,common,ai,word,,
臘月,旧暦12月,ㄌㄚˋ ㄩㄝˋ,làyuè,名詞,7,common,ai,word,,
來賓,来賓/ゲスト,ㄌㄞˊ ㄅㄧㄣ,láibīn,名詞,7,common,ai,word,,
來得,～しうる/～できる,ㄌㄞˊ ˙ㄉㄜ,láide,副詞,7,common,ai,word,,
來客,来客,ㄌㄞˊ ㄎㄜˋ,láikè,名詞,7,common,ai,word,,
欄,柵/欄,ㄌㄢˊ,lán,量詞,7,common,ai,word,,
攔,遮る/止める,ㄌㄢˊ,lán,動詞,7,common,ai,word,,
懶惰,怠惰な,ㄌㄢˇ ㄉㄨㄛˋ,lǎnduò,状態動詞(形容詞),7,common,ai,word,,
懶散,だらしない/怠慢な,ㄌㄢˇ ㄙㄢˇ,lǎnsǎn,状態動詞(形容詞),7,common,ai,word,,
朗讀,音読する,ㄌㄤˇ ㄉㄨˊ,lǎngdú,動詞,7,common,ai,word,,
朗誦,朗読する/暗唱する,ㄌㄤˇ ㄙㄨㄥˋ,lǎngsòng,動詞,7,common,ai,word,,
勞改,労働改造,ㄌㄠˊ ㄍㄞˇ,láogǎi,自動詞,7,common,ai,word,,
勞累,疲労した,ㄌㄠˊ ㄌㄟˋ,láolèi,状態動詞(形容詞),7,common,ai,word,,
老人家,お年寄り,ㄌㄠˇ ㄖㄣˊ ˙ㄐㄧㄚ,lǎorénjia,名詞,7,common,ai,word,,
老天爺,天の神様,ㄌㄠˇ ㄊㄧㄢ ㄧㄝˊ,lǎotiānyé,名詞,7,common,ai,word,,
老頭兒,老人/おやじ,ㄌㄠˇ ㄊㄡˊ ˙ㄦ,lǎotóur/lǎotóu(zi),名詞,7,common,ai,word,,原表記: 老頭兒/老頭(子)
老鄉,同郷の人,ㄌㄠˇ ㄒㄧㄤ,lǎoxiāng,名詞,7,common,ai,word,,
老子,老子/父親,ㄌㄠˇ ˙ㄗ,lǎozi,名詞,7,common,ai,word,,
雷,雷/地雷/衝撃的,ㄌㄟˊ,léi,名詞,7,common,ai,word,,
雷達,レーダー,ㄌㄟˊ ㄉㄚˊ,léidá,名詞,7,common,ai,word,,
雷同,似たり寄ったり,ㄌㄟˊ ㄊㄨㄥˊ,léitóng,状態動詞(形容詞),7,common,ai,word,,
累積,蓄積する,ㄌㄟˇ ㄐㄧ,lěijī,動詞,7,common,ai,word,,
冷凍,冷凍する/凍えるような,ㄌㄥˇ ㄉㄨㄥˋ,lěngdòng,動詞,7,common,ai,word,,
冷汗,冷や汗,ㄌㄥˇ ㄏㄢˋ,lěnghàn,名詞,7,common,ai,word,,
冷清,寂れた/閑散とした,ㄌㄥˇ ㄑㄧㄥ,lěngqīng,状態動詞(形容詞),7,common,ai,word,,
勒索,ゆする/恐喝する,ㄌㄜˋ ㄙㄨㄛˇ,lèsuǒ,動詞,7,common,ai,word,,
哩,マイル/語気助詞,ㄌㄧ,lī,助詞,7,common,ai,word,,
黎明,夜明け,ㄌㄧˊ ㄇㄧㄥˊ,límíng,名詞,7,common,ai,word,,
罹難,遭難死する,ㄌㄧˊ ㄋㄢˋ,línàn,変化動詞,7,common,ai,word,,
里程,走行距離/道のり,ㄌㄧˇ ㄔㄥˊ,lǐchéng,名詞,7,common,ai,word,,
理財,資産運用する,ㄌㄧˇ ㄘㄞˊ,lǐcái,自動詞,7,common,ai,word,,
理所當然,当然の/当たり前の,ㄌㄧˇ ㄙㄨㄛˇ ㄉㄤ ㄖㄢˊ,lǐsuǒdāngrán,状態動詞(形容詞),7,common,ai,word,,
理性,理性的,ㄌㄧˇ ㄒㄧㄥˋ,lǐxìng,状態動詞(形容詞),7,common,ai,word,,
理學,理学/儒学,ㄌㄧˇ ㄒㄩㄝˊ,lǐxué,名詞,7,common,ai,word,,
理智,理性的/分別がある,ㄌㄧˇ ㄓˋ,lǐzhì,状態動詞(形容詞),7,common,ai,word,,
禮服,礼服/正装,ㄌㄧˇ ㄈㄨˊ,lǐfú,名詞,7,common,ai,word,,
禮節,礼儀/作法,ㄌㄧˇ ㄐㄧㄝˊ,lǐjié,名詞,7,common,ai,word,,
禮貌,礼儀/マナー / 礼儀正しい,ㄌㄧˇ ㄇㄠˋ / ㄌㄧˇ ㄇㄠˋ,lǐmào / lǐmào,状態動詞(形容詞),4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
力求,懸命に努める,ㄌㄧˋ ㄑㄧㄡˊ,lìqiú,動詞,7,common,ai,word,,
力行,精励する,ㄌㄧˋ ㄒㄧㄥˊ,lìxíng,動詞,7,common,ai,word,,
力學,力学/懸命に学ぶ,ㄌㄧˋ ㄒㄩㄝˊ,lìxué,名詞,7,common,ai,word,,
立國,建国する,ㄌㄧˋ ㄍㄨㄛˊ,lìguó,自動詞,7,common,ai,word,,
立體,立体的,ㄌㄧˋ ㄊㄧˇ,lìtǐ,状態動詞(形容詞),7,common,ai,word,,
利率,利率/金利,ㄌㄧˋ ㄌㄩˋ,lìlǜ,名詞,7,common,ai,word,,
利弊,利害/得失,ㄌㄧˋ ㄅㄧˋ,lìbì,名詞,7,common,ai,word,,
例,例 / 例/前例,ㄌㄧˋ(ㄗ˙) / ㄌㄧˋ,lì(zi) / lì,介詞(前置詞),4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
歷屆,歴代の,ㄌㄧˋ ㄐㄧㄝˋ,lìjiè,名詞,7,common,ai,word,,
歷來,従来/これまでずっと,ㄌㄧˋ ㄌㄞˊ,lìlái,名詞,7,common,ai,word,,
歷年,例年/長年,ㄌㄧˋ ㄋㄧㄢˊ,lìnián,名詞,7,common,ai,word,,
聯,連合する/対句,ㄌㄧㄢˊ,lián,名詞/動詞,7,common,ai,word,,
聯盟,同盟/連合,ㄌㄧㄢˊ ㄇㄥˊ,liánméng,名詞,7,common,ai,word,,
聯繫,連絡/関係,ㄌㄧㄢˊ ㄒㄧˋ,liánxì,動詞,7,common,ai,word,,原表記: 聯繫/連繫
聯想,レノボ/連想する,ㄌㄧㄢˊ ㄒㄧㄤˇ,liánxiǎng,動詞,7,common,ai,word,,
連帶,連帯の/付随する,ㄌㄧㄢˊ ㄉㄞˋ,liándài,状態動詞(連体用),7,common,ai,word,,
連結,連結する,ㄌㄧㄢˊ ㄐㄧㄝˊ,liánjié,動詞,7,common,ai,word,,原表記: 連結/聯結
連任,再選される,ㄌㄧㄢˊ ㄖㄣˋ,liánrèn,状態動詞,7,common,ai,word,,
連線,接続する/オンライン,ㄌㄧㄢˊ ㄒㄧㄢˋ,liánxiàn,離合動詞,7,common,ai,word,,
廉價,安価な,ㄌㄧㄢˊ ㄐㄧㄚˋ,liánjià,状態動詞(形容詞),7,common,ai,word,,
廉潔,清廉な/潔白な,ㄌㄧㄢˊ ㄐㄧㄝˊ,liánjié,状態動詞(形容詞),7,common,ai,word,,
臉龐,顔立ち,ㄌㄧㄢˇ ㄆㄤˊ,liǎnpáng,名詞,7,common,ai,word,,
臉譜,フェイスブック/隈取り,ㄌㄧㄢˇ ㄆㄨˇ,liǎnpǔ,名詞,7,common,ai,word,,
良機,好機,ㄌㄧㄤˊ ㄐㄧ,liángjī,名詞,7,common,ai,word,,
兩極,両極,ㄌㄧㄤˇ ㄐㄧˊ,liǎngjí,名詞,7,common,ai,word,,
兩口子,夫婦,ㄌㄧㄤˇ ㄎㄡˇ ˙ㄗ,liǎngkǒuzi,名詞,7,common,ai,word,,
遼闊,広大な,ㄌㄧㄠˊ ㄎㄨㄛˋ,liáokuò,状態動詞(形容詞),7,common,ai,word,,
列國,諸外国,ㄌㄧㄝˋ ㄍㄨㄛˊ,lièguó,名詞,7,common,ai,word,,
列入,リストに加える,ㄌㄧㄝˋ ㄖㄨˋ,lièrù,状態動詞,7,common,ai,word,,
獵人,狩人,ㄌㄧㄝˋ ㄖㄣˊ,lièrén,名詞,7,common,ai,word,,
烈士,殉教者,ㄌㄧㄝˋ ㄕˋ,lièshì,名詞,7,common,ai,word,,
臨床,臨床の,ㄌㄧㄣˊ ㄔㄨㄤˊ,línchuáng,状態動詞(連体用),7,common,ai,word,,
鄰里,近所/近隣,ㄌㄧㄣˊ ㄌㄧˇ,línlǐ,名詞,7,common,ai,word,,
靈,機敏な/効き目がある,ㄌㄧㄥˊ,líng,状態動詞(形容詞),7,common,ai,word,,
靈感,ひらめき,ㄌㄧㄥˊ ㄍㄢˇ,línggǎn,名詞,7,common,ai,word,,
靈驗,効き目がある/的中する,ㄌㄧㄥˊ ㄧㄢˋ,língyàn,状態動詞(形容詞),7,common,ai,word,,
領隊,引率者/リーダー,ㄌㄧㄥˇ ㄉㄨㄟˋ,lǐngduì,名詞,7,common,ai,word,,
領會,理解する/悟る,ㄌㄧㄥˇ ㄏㄨㄟˋ,lǐnghuì,状態動詞,7,common,ai,word,,
領悟,理解する/悟る,ㄌㄧㄥˇ ㄨˋ,lǐngwù,変化動詞,7,common,ai,word,,
另,別の/ほかに / 別の/他の,ㄌㄧㄥˋ / ㄌㄧㄥˋ,lìng / lìng,副詞,4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
流程,工程/手順,ㄌㄧㄡˊ ㄔㄥˊ,liúchéng,名詞,7,common,ai,word,,
流傳,伝わる/流布する,ㄌㄧㄡˊ ㄔㄨㄢˊ,liúchuán,動詞,7,common,ai,word,,
流落,落ちぶれる/流浪する,ㄌㄧㄡˊ ㄌㄨㄛˋ,liúluò,自動詞,7,common,ai,word,,
流氓,ごろつき/悪党,ㄌㄧㄡˊ ㄇㄤˊ,liúmáng,名詞,7,common,ai,word,,
流失,流出する/失われる,ㄌㄧㄡˊ ㄕ,liúshī,状態動詞,7,common,ai,word,,
流水,流れる水/売上高,ㄌㄧㄡˊ ㄕㄨㄟˇ,liúshuǐ,名詞,7,common,ai,word,,
流通,流通する,ㄌㄧㄡˊ ㄊㄨㄥ,liútōng,自動詞,7,common,ai,word,,
流星,流れ星,ㄌㄧㄡˊ ㄒㄧㄥ,liúxīng,名詞,7,common,ai,word,,
柳樹,柳の木,ㄌㄧㄡˇ ㄕㄨˋ,liǔshù,名詞,7,common,ai,word,,
籠,かご/檻,ㄌㄨㄥˊ(ㄗ˙),lóng(zi),名詞,7,common,ai,word,,原表記: 籠(子)
籠罩,覆う/包み込む,ㄌㄨㄥˊ ㄓㄠˋ,lóngzhào,状態動詞(形容詞),7,common,ai,word,,
壟斷,独占する,ㄌㄨㄥˇ ㄉㄨㄢˋ,lǒngduàn,動詞,7,common,ai,word,,
樓房,多層階の建物,ㄌㄡˊ ㄈㄤˊ,lóufáng,名詞,7,common,ai,word,,
漏,漏れる/言い漏らす/抜かす,ㄌㄡˋ,lòu,変化動詞,7,common,ai,word,,
爐,かまど/ストーブ,ㄌㄨˊ(ㄗ˙),lú(zi),名詞,7,common,ai,word,,原表記: 爐(子)
路過,通りかかる,ㄌㄨˋ ㄍㄨㄛˋ,lùguò,動詞,7,common,ai,word,,
露天,屋外の,ㄌㄨˋ ㄊㄧㄢ,lùtiān,名詞,7,common,ai,word,,
錄影,録画する,ㄌㄨˋ ㄧㄥˇ,lùyǐng,離合動詞,7,common,ai,word,,
錄影機,ビデオレコーダー,ㄌㄨˋ ㄧㄥˇ ㄐㄧ,lùyǐngjī,名詞,7,common,ai,word,,
輪廓,輪郭/アウトライン,ㄌㄨㄣˊ ㄎㄨㄛˋ,lúnkuò,名詞,7,common,ai,word,,
淪陷,陥落する/堕落する,ㄌㄨㄣˊ ㄒㄧㄢˋ,lúnxiàn,変化動詞,7,common,ai,word,,
論點,論点/主張,ㄌㄨㄣˋ ㄉㄧㄢˇ,lùndiǎn,名詞,7,common,ai,word,,
囉嗦,口うるさい/面倒な,ㄌㄨㄛ ㄙㄨㄛ,luōsuō,状態動詞(形容詞),7,common,ai,word,,原表記: 囉嗦/囉唆
鑼,銅鑼,ㄌㄨㄛˊ,luó,名詞,7,common,ai,word,,
邏輯,論理,ㄌㄨㄛˊ ㄐㄧˊ,luójí,名詞,7,common,ai,word,,
落得,結局〜という結果になる,ㄌㄨㄛˋ ㄉㄜˊ,luòdé,状態動詞,7,common,ai,word,,
落魄,落ちぶれた/不遇な,ㄌㄨㄛˋ ㄊㄨㄛˋ,luòtuò,状態動詞(形容詞),7,common,ai,word,,
落選,落選する,ㄌㄨㄛˋ ㄒㄩㄢˇ,luòxuǎn,変化動詞,7,common,ai,word,,
駱駝,ラクダ,ㄌㄨㄛˋ ㄊㄨㄛˊ,luòtuó,名詞,7,common,ai,word,,
驢,ロバ,ㄌㄩˊ,lǘ,名詞,7,common,ai,word,,
鋁,アルミニウム,ㄌㄩˇ,lǚ,名詞,7,common,ai,word,,
旅途,旅路/旅,ㄌㄩˇ ㄊㄨˊ,lǚtú,名詞,7,common,ai,word,,
履歷,経歴/履歴書,ㄌㄩˇ ㄌㄧˋ,lǚlì,名詞,7,common,ai,word,,
履行,果たす/実行する,ㄌㄩˇ ㄒㄧㄥˊ,lǚxíng,動詞,7,common,ai,word,,
麻醉,麻酔/感覚を麻痺させる,ㄇㄚˊ ㄗㄨㄟˋ,mázuì,動詞,7,common,ai,word,,
馬鈴薯,じゃがいも,ㄇㄚˇ ㄌㄧㄥˊ ㄕㄨˇ,mǎlíngshǔ,名詞,7,common,ai,word,,
埋伏,待ち伏せする,ㄇㄞˊ ㄈㄨˊ,máifú,自動詞,7,common,ai,word,,
買主,買い手/顧客,ㄇㄞˇ ㄓㄨˇ,mǎizhǔ,名詞,7,common,ai,word,,
邁,歩む/踏み出す,ㄇㄞˋ,mài,動詞,7,common,ai,word,,
邁進,前進する,ㄇㄞˋ ㄐㄧㄣˋ,màijìn,自動詞,7,common,ai,word,,
麥,麦/マイク,ㄇㄞˋ(ㄗ˙),mài(zi),名詞,7,common,ai,word,,原表記: 麥(子)
瞞,隠す/秘密にする,ㄇㄢˊ,mán,動詞,7,common,ai,word,,
蠻橫,横暴な/理不尽な,ㄇㄢˊ ㄏㄥˋ,mánhèng,状態動詞(形容詞),7,common,ai,word,,
滿懷,胸いっぱいの,ㄇㄢˇ ㄏㄨㄞˊ,mǎnhuái,状態動詞,7,common,ai,word,,
漫長,非常に長い/果てしない,ㄇㄢˋ ㄔㄤˊ,màncháng,状態動詞(形容詞),7,common,ai,word,,
蔓延,広がる/蔓延する,ㄇㄢˋ ㄧㄢˊ,mànyán,状態動詞(形容詞),7,common,ai,word,,
盲從,盲従する,ㄇㄤˊ ㄘㄨㄥˊ,mángcóng,状態動詞(形容詞),7,common,ai,word,,
盲人,目の不自由な人,ㄇㄤˊ ㄖㄣˊ,mángrén,名詞,7,common,ai,word,,
茫然,ぼんやりした/途方に暮れる,ㄇㄤˊ ㄖㄢˊ,mángrán,状態動詞(形容詞),7,common,ai,word,,
毛毯,毛布,ㄇㄠˊ ㄊㄢˇ,máotǎn,名詞,7,common,ai,word,,
茂密,生い茂った,ㄇㄠˋ ㄇㄧˋ,màomì,状態動詞(形容詞),7,common,ai,word,,
冒險,冒険する/危険を冒す,ㄇㄠˋ ㄒㄧㄢˇ,màoxiǎn,自動詞,7,common,ai,word,,
枚,個（小さな物の数え方）,ㄇㄟˊ,méi,量詞,7,common,ai,word,,
眉頭,眉間,ㄇㄟˊ ㄊㄡˊ,méitóu,名詞,7,common,ai,word,,
每每,いつも/たびたび,ㄇㄟˇ ㄇㄟˇ,měiměi,副詞,7,common,ai,word,,
美滿,幸福な/円満な,ㄇㄟˇ ㄇㄢˇ,měimǎn,状態動詞(形容詞),7,common,ai,word,,
悶,蒸し暑い/退屈な,ㄇㄣ,mēn,状態動詞(形容詞),7,common,ai,word,,
門戶,門戸/入り口,ㄇㄣˊ ㄏㄨˋ,ménhù,名詞,7,common,ai,word,,
蒙,モンゴル/意識を失う,ㄇㄥˊ,méng,状態動詞,7,common,ai,word,,
猛烈,激しい/猛烈な,ㄇㄥˇ ㄌㄧㄝˋ,měngliè,状態動詞(形容詞),7,common,ai,word,,
夢見,夢に見る,ㄇㄥˋ ㄐㄧㄢˋ,mèngjiàn,変化動詞,7,common,ai,word,,
謎語,なぞなぞ,ㄇㄧˊ ㄩˇ,míyǔ,名詞,7,common,ai,word,,
迷宮,迷路,ㄇㄧˊ ㄍㄨㄥ,mígōng,名詞,7,common,ai,word,,
迷惑,惑わせる/困惑させる,ㄇㄧˊ ㄏㄨㄛˋ,míhuò,状態動詞(形容詞),7,common,ai,word,,
迷戀,夢中になる/溺愛する,ㄇㄧˊ ㄌㄧㄢˋ,míliàn,状態動詞,7,common,ai,word,,
