headword,meaning_ja,zhuyin,pinyin,pos,tocfl_level,taiwan_usage,source,entry_type,scene_tags,notes
拜會,表敬訪問する,ㄅㄞˋ ㄏㄨㄟˋ,bàihuì,動詞,7,common,ai,word,,
頒發,授与する/発行する,ㄅㄢ ㄈㄚ,bānfā/bān,動詞,7,common,ai,word,,原表記: 頒發/頒
頒獎,授賞する,ㄅㄢ ㄐㄧㄤˇ,bānjiǎng,離合動詞,7,common,ai,word,,
辦案,事件を処理する,ㄅㄚˋ ㄋㄢˋ,bànàn,離合動詞,7,common,ai,word,,
半導體,半導体,ㄅㄢˋ ㄉㄠˇ ㄊㄧˇ,bàndǎotǐ,名詞,7,common,ai,word,,
幫,手伝う/助ける / 助ける/支援する,ㄅㄤ / ㄅㄤ,bāng / bāng,量詞,3,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
綁,縛る/誘拐する,ㄅㄤˇ,bǎng,動詞,7,common,ai,word,,
包袱,包み/荷物/負担,ㄅㄠ ㄈㄨˊ,bāofú,名詞,7,common,ai,word,,
包圍,取り囲む,ㄅㄠ ㄨㄟˊ,bāowéi,動詞,7,common,ai,word,,
寶石,宝石,ㄅㄠˇ ㄕˊ,bǎoshí,名詞,7,common,ai,word,,
飽和,飽和した,ㄅㄠˇ ㄏㄜˊ,bǎohé,状態動詞(形容詞),7,common,ai,word,,
飽滿,ふっくらした/充実した,ㄅㄠˇ ㄇㄢˇ,bǎomǎn,状態動詞(形容詞),7,common,ai,word,,
保安,治安維持/警備,ㄅㄠˇ ㄢ,bǎoān,名詞,7,common,ai,word,,
保管,保管する/保証する,ㄅㄠˇ ㄍㄨㄢˇ,bǎoguǎn,動詞,7,common,ai,word,,
保齡球,ボウリング,ㄅㄠˇ ㄌㄧㄥˊ ㄑㄧㄡˊ,bǎolíngqiú,名詞,7,common,ai,word,,
保姆,ベビーシッター/家政婦,ㄅㄠˇ ㄇㄨˇ,bǎomǔ,名詞,7,common,ai,word,,
保全,維持する/保護する,ㄅㄠˇ ㄑㄩㄢˊ,bǎoquán,状態動詞(連体用),7,common,ai,word,,
保險,保険 / 保険/安全な,ㄅㄠˇ ㄒㄧㄢˇ / ㄅㄠˇ ㄒㄧㄢˇ,bǎoxiǎn / bǎoxiǎn,状態動詞(形容詞),4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
保佑,加護する/守る,ㄅㄠˇ ㄧㄡˋ,bǎoyòu,動詞,7,common,ai,word,,
保重,体を大切にする,ㄅㄠˇ ㄓㄨㄥˋ,bǎozhòng,自動詞,7,common,ai,word,,
報案,届け出る/通報する,ㄅㄠˋ ㄢˋ,bàoàn,離合動詞,7,common,ai,word,,
報表,報告書/統計表,ㄅㄠˋ ㄅㄧㄠˇ,bàobiǎo,名詞,7,common,ai,word,,
報酬,報酬/謝礼,ㄅㄠˋ ㄔㄡˊ,bàochóu,名詞,7,common,ai,word,,
報復,報復する/仕返し,ㄅㄠˋ ㄈㄨˋ,bàofù,動詞,7,common,ai,word,,
報關,税関申告する,ㄅㄠˋ ㄍㄨㄢ,bàoguān,離合動詞,7,common,ai,word,,
報價,見積もる/価格提示,ㄅㄠˋ ㄐㄧㄚˋ,bàojià,名詞,7,common,ai,word,,
報刊,新聞雑誌/メディア,ㄅㄠˋ ㄎㄢ,bàokān,名詞,7,common,ai,word,,
報應,報い/因果応報,ㄅㄠˋ ㄧㄥˋ,bàoyìng,名詞,7,common,ai,word,,
報章,新聞,ㄅㄠˋ ㄓㄤ,bàozhāng,名詞,7,common,ai,word,,
暴雨,豪雨,ㄅㄠˋ ㄩˇ,bàoyǔ,名詞,7,common,ai,word,,
爆發,勃発する/爆発する,ㄅㄠˋ ㄈㄚ,bàofā,変化動詞,7,common,ai,word,,
抱負,抱負/志,ㄅㄠˋ ㄈㄨˋ,bàofù,名詞,7,common,ai,word,,
碑,石碑,ㄅㄟ,bēi,名詞,7,common,ai,word,,
悲哀,悲しい/哀れな,ㄅㄟ ㄞ,bēiāi,状態動詞(形容詞),7,common,ai,word,,
悲觀,悲観的な,ㄅㄟ ㄍㄨㄢ,bēiguān,状態動詞(形容詞),7,common,ai,word,,
貝殼,貝殻,ㄅㄟˋ ㄎㄜˊ,bèiké,名詞,7,common,ai,word,,
倍數,倍数,ㄅㄟˋ ㄕㄨˋ,bèishù,名詞,7,common,ai,word,,
背誦,暗唱する,ㄅㄟˋ ㄙㄨㄥˋ,bèisòng,動詞,7,common,ai,word,,
奔騰,奔流する/奔騰する,ㄅㄣ ㄊㄥˊ,bēnténg,自動詞,7,common,ai,word,,
本事,能力/腕前,ㄅㄣˇ ㄕˋ,běnshì,名詞,7,common,ai,word,,
本位,基準/本位,ㄅㄣˇ ㄨㄟˋ,běnwèi,名詞,7,common,ai,word,,
本性,本性/天性,ㄅㄣˇ ㄒㄧㄥˋ,běnxìng,名詞,7,common,ai,word,,
崩潰,崩壊する/破綻する,ㄅㄥ ㄎㄨㄟˋ,bēngkuì,変化動詞,7,common,ai,word,,
甭,～する必要はない,ㄅㄥˊ,béng,副詞,7,common,ai,word,,
敝,私の（謙譲語）,ㄅㄧˋ,bì,限定詞,7,common,ai,word,,
必,必ず/きっと,ㄅㄧˋ,bì,副詞,7,common,ai,word,,
編輯,編集する/編集者,ㄅㄧㄢ ㄐㄧˊ,biānjí,名詞/動詞,7,common,ai,word,,
編寫,編纂する/作成する,ㄅㄧㄢ ㄒㄧㄝˇ,biānxiě,動詞,7,common,ai,word,,
編織,編む/織る,ㄅㄧㄢ ㄓ,biānzhī,動詞,7,common,ai,word,,
編制,定員/組織編成,ㄅㄧㄢ ㄓˋ,biānzhì,名詞,7,common,ai,word,,
編製,編制する/作成する,ㄅㄧㄢ ㄓˋ,biānzhì,動詞,7,common,ai,word,,
邊界,境界/国境,ㄅㄧㄢ ㄐㄧㄝˋ,biānjiè,名詞,7,common,ai,word,,
邊緣,端/縁/境界,ㄅㄧㄢ ㄩㄢˊ,biānyuán,名詞,7,common,ai,word,,
貶,下げる/貶める,ㄅㄧㄢˇ,biǎn,変化動詞,7,common,ai,word,,
貶值,価値が下がる/減価する,ㄅㄧㄢˇ ㄓˊ,biǎnzhí,変化動詞,7,common,ai,word,,
匾額,額縁入りの看板,˙ㄅㄧ ㄚˇ ㄋㄜˊ,biǎné,名詞,7,common,ai,word,,
辨認,見分ける/認識する,ㄅㄧㄢˋ ㄖㄣˋ,biànrèn,動詞,7,common,ai,word,,
辨識,識別する/見分ける,ㄅㄧㄢˋ ㄕˋ,biànshì,動詞,7,common,ai,word,,
辯,議論する/言い争う,ㄅㄧㄢˋ,biàn,動詞,7,common,ai,word,,
辯護,弁護する/擁護する,ㄅㄧㄢˋ ㄏㄨˋ,biànhù,自動詞,7,common,ai,word,,
辯論,討論/議論,ㄅㄧㄢˋ ㄌㄨㄣˋ,biànlùn,自動詞,7,common,ai,word,,
變革,変革/改革,ㄅㄧㄢˋ ㄍㄜˊ,biàngé,名詞,7,common,ai,word,,
變遷,変遷/移り変わり,ㄅㄧㄢˋ ㄑㄧㄢ,biànqiān,状態動詞(形容詞),7,common,ai,word,,
變通,臨機応変な/融通が利く,ㄅㄧㄢˋ ㄊㄨㄥ,biàntōng,自動詞,7,common,ai,word,,
變形,変形する/形が変わる,ㄅㄧㄢˋ ㄒㄧㄥˊ,biànxíng,変化動詞,7,common,ai,word,,
標籤,ラベル/タグ/タブ,ㄅㄧㄠ ㄑㄧㄢ,biāoqiān,名詞,7,common,ai,word,,
標語,スローガン/標語,ㄅㄧㄠ ㄩˇ,biāoyǔ,名詞,7,common,ai,word,,
表白,告白する/心情を吐露する,ㄅㄧㄠˇ ㄅㄞˊ,biǎobái,自動詞,7,common,ai,word,,
表明,表明する/明らかにする,ㄅㄧㄠˇ ㄇㄧㄥˊ,biǎomíng,自動詞,7,common,ai,word,,
鼻孔,鼻の穴,ㄅㄧˊ ㄎㄨㄥˇ,bíkǒng,名詞,7,common,ai,word,,
筆錄,記録/書き留めること,ㄅㄧˇ ㄌㄨˋ,bǐlù,名詞,7,common,ai,word,,
筆友,文通相手,ㄅㄧˇ ㄧㄡˇ,bǐyǒu,名詞,7,common,ai,word,,
比率,比率/割合,ㄅㄧˇ ㄌㄩˋ,bǐlǜ,名詞,7,common,ai,word,,
比擬,比較する/なぞらえる,ㄅㄧˇ ㄋㄧˇ,bǐnǐ,動詞,7,common,ai,word,,
比喻,例える/比喩,ㄅㄧˇ ㄩˋ,bǐyù,名詞,7,common,ai,word,,
比重,比重/割合,ㄅㄧˇ ㄓㄨㄥˋ,bǐzhòng,名詞,7,common,ai,word,,
必備,必須の/不可欠な,ㄅㄧˋ ㄅㄟˋ,bìbèi,状態動詞(連体用),7,common,ai,word,,
必定,必ず/きっと,ㄅㄧˋ ㄉㄧㄥˋ,bìdìng,副詞,7,common,ai,word,,
必然,必然的な/避けられない,ㄅㄧˋ ㄖㄢˊ,bìrán,副詞,7,common,ai,word,,
閉幕,閉幕する/終わる,ㄅㄧˋ ㄇㄨˋ,bìmù,変化動詞,7,common,ai,word,,
閉塞,閉塞した/塞がった,ㄅㄧˋ ㄙㄜˋ,bìsè,状態動詞(形容詞),7,common,ai,word,,
避難,避難する,ㄅㄧˋ ㄋㄢˋ,bìnàn,自動詞,7,common,ai,word,,
避孕,避妊する,ㄅㄧˋ ㄩㄣˋ,bìyùn,離合動詞,7,common,ai,word,,
畢生,一生/生涯,ㄅㄧˋ ㄕㄥ,bìshēng,名詞,7,common,ai,word,,
幣值,通貨価値,ㄅㄧˋ ㄓˊ,bìzhí,名詞,7,common,ai,word,,
憋,息を止める/抑え込む,ㄅㄧㄝ,biē,動詞,7,common,ai,word,,
別,〜するな(禁止) / 別れる/区別する,ㄅㄧㄝˊ / ㄅㄧㄝˊ,bié / bié,動詞,2,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
別墅,別荘,ㄅㄧㄝˊ ㄕㄨˋ,biéshù,名詞,7,common,ai,word,,
兵,兵士/軍隊,ㄅㄧㄥ,bīng,名詞,7,common,ai,word,,
賓館,ホテル/宿泊施設,ㄅㄧㄣ ㄍㄨㄢˇ,bīnguǎn,名詞,7,common,ai,word,,
柄,柄/取っ手/茎,ㄅㄧㄥˇ,bǐng,名詞,7,common,ai,word,,
並列,並列する/並ぶ,ㄅㄧㄥˋ ㄌㄧㄝˋ,bìngliè,状態動詞,7,common,ai,word,,
並重,等しく重視する,ㄅㄧㄥˋ ㄓㄨㄥˋ,bìngzhòng,状態動詞(形容詞),7,common,ai,word,,
併發,併発する/同時に起こる,ㄅㄧㄥˋ ㄈㄚ,bìngfā,変化動詞,7,common,ai,word,,
病菌,病原菌/細菌,ㄅㄧㄥˋ ㄐㄩㄣˋ,bìngjùn,名詞,7,common,ai,word,,
病患,病気/患者,ㄅㄧㄥˋ ㄏㄨㄢˋ,bìnghuàn,名詞,7,common,ai,word,,
波及,波及する/影響が及ぶ,ㄅㄛ ㄐㄧˊ,bōjí,状態動詞,7,common,ai,word,,
波浪,波,ㄅㄛ ㄌㄤˋ,bōlàng,名詞,7,common,ai,word,,
剝,剥く/皮を剥ぐ,ㄅㄛ,bō,動詞,7,common,ai,word,,
剝削,搾取する,ㄅㄛ ㄒㄩㄝˋ,bōxuè,動詞,7,common,ai,word,,
搏鬥,格闘する/取っ組み合う,ㄅㄛˊ ㄉㄡˋ,bódòu,自動詞,7,common,ai,word,,
播出,放送する,ㄅㄛˋ ㄔㄨ,bòchū,動詞,7,common,ai,word,,
補給,補給/補充する,ㄅㄨˇ ㄐㄧˇ,bǔjǐ,動詞,7,common,ai,word,,
補救,救済する/補う,ㄅㄨˇ ㄐㄧㄡˋ,bǔjiù,動詞,7,common,ai,word,,
哺乳動物,哺乳類,ㄅㄨˇ ㄖㄨˇ ㄉㄨㄥˋ ㄨˋ,bǔrǔdòngwù,名詞,7,common,ai,word,,
不便,不便な/不適切な,ㄅㄨˋ ㄅㄧㄢˋ,bùbiàn,状態動詞(形容詞),7,common,ai,word,,
不得,してはならない,ㄅㄨˋ ㄉㄜˊ,bùdé,副詞,7,common,ai,word,,
不等,不揃いな/様々な,ㄅㄨˋ ㄉㄥˇ,bùděng,名詞,7,common,ai,word,,
不動產,不動産,ㄅㄨˋ ㄉㄨㄥˋ ㄔㄢˇ,bùdòngchǎn,名詞,7,common,ai,word,,
不法,違法な,ㄅㄨˋ ㄈㄚˇ,bùfǎ,状態動詞(連体用),7,common,ai,word,,
不凡,並外れた/素晴らしい,ㄅㄨˋ ㄈㄢˊ,bùfán,状態動詞(形容詞),7,common,ai,word,,
不妨,～してもよい/差し支えない,ㄅㄨˋ ㄈㄤˊ,bùfáng,副詞,7,common,ai,word,,
不公,不公平な,ㄅㄨˋ ㄍㄨㄥ,bùgōng,状態動詞(形容詞),7,common,ai,word,,
不及,及ばない/間に合わない,ㄅㄨˋ ㄐㄧˊ,bùjí,状態動詞(述語用),7,common,ai,word,,
不禁,思わず～する,ㄅㄨˋ ㄐㄧㄣ,bùjīn,助動詞,7,common,ai,word,,
不堪,耐えられない/ひどい,ㄅㄨˋ ㄎㄢ,bùkān,状態動詞(形容詞),7,common,ai,word,,
不力,努力不足の,ㄅㄨˋ ㄌㄧˋ,bùlì,状態動詞(述語用),7,common,ai,word,,
不料,思いがけず/不意に,ㄅㄨˋ ㄌㄧㄠˋ,bùliào,副詞,7,common,ai,word,,
不免,免れない/どうしても～する,ㄅㄨˋ ㄇㄧㄢˇ,bùmiǎn,副詞,7,common,ai,word,,
不容,許さない/容認できない,ㄅㄨˋ ㄖㄨㄥˊ,bùróng,副詞,7,common,ai,word,,
不時,時折/時々,ㄅㄨˋ ㄕˊ,bùshí,副詞,7,common,ai,word,,
不惜,惜しまない/躊躇しない,ㄅㄨˋ ㄒㄧˊ,bùxí,状態動詞(形容詞),7,common,ai,word,,
不下,～を下らない/～以上である,ㄅㄨˋ ㄒㄧㄚˋ,bùxià,副詞,7,common,ai,word,,
不肖,親に似ない/出来の悪い,ㄅㄨˋ ㄒㄧㄠˋ,bùxiào,状態動詞(連体用),7,common,ai,word,,
不懈,たゆまぬ/粘り強い,ㄅㄨˋ ㄒㄧㄝˋ,bùxiè,状態動詞(形容詞),7,common,ai,word,,
不再,もはや～ない,ㄅㄨˋ ㄗㄞˋ,bùzài,状態動詞(述語用),7,common,ai,word,,
不致,～するほどではない,ㄅㄨˋ ㄓˋ,bùzhì,副詞,7,common,ai,word,,
不知不覺,知らず知らずのうちに,ㄅㄨˋ ㄓ ㄅㄨˋ ㄐㄩㄝˊ,bùzhībùjué,副詞,7,common,ai,word,,
不至於,～するほどではない,ㄅㄨˋ ㄓˋ ㄩˊ,bùzhìyú,副詞,7,common,ai,word,,原表記: 不至於/不致於
部落,部族,ㄅㄨˋ ㄌㄨㄛˋ,bùluò,名詞,7,common,ai,word,,
部署,配置する/配備する,ㄅㄨˋ ㄕㄨˋ,bùshù,動詞,7,common,ai,word,,
步調,歩調/ペース,ㄅㄨˋ ㄉㄧㄠˋ,bùdiào,名詞,7,common,ai,word,,
步驟,手順/ステップ,ㄅㄨˋ ㄗㄡˋ,bùzòu,名詞,7,common,ai,word,,
猜測,推測する,ㄘㄞ ㄘㄜˋ,cāicè,動詞,7,common,ai,word,,
猜忌,疑い嫉妬する,ㄘㄞ ㄐㄧˋ,cāijì,状態動詞,7,common,ai,word,,
猜想,推測する/仮定する,ㄘㄞ ㄒㄧㄤˇ,cāixiǎng,動詞,7,common,ai,word,,
裁縫,仕立てる/仕立屋,ㄘㄞˊ ㄈㄥˊ,cáiféng,名詞,7,common,ai,word,,
裁減,削減する,ㄘㄞˊ ㄐㄧㄢˇ,cáijiǎn,動詞,7,common,ai,word,,
財團,財閥/金融グループ,ㄘㄞˊ ㄊㄨㄢˊ,cáituán,名詞,7,common,ai,word,,
才智,才能と知恵,ㄘㄞˊ ㄓˋ,cáizhì,名詞,7,common,ai,word,,
採訪,取材する/インタビューする,ㄘㄞˇ ㄈㄤˇ,cǎifǎng,動詞,7,common,ai,word,,
採納,採用する/受け入れる,ㄘㄞˇ ㄋㄚˋ,cǎinà,動詞,7,common,ai,word,,
採取,講じる/取る,ㄘㄞˇ ㄑㄩˇ,cǎiqǔ,動詞,7,common,ai,word,,
彩繪,彩色画/絵付けする,ㄘㄞˇ ㄏㄨㄟˋ,cǎihuì,動詞,7,common,ai,word,,
餐具,食器,ㄘㄢ ㄐㄩˋ,cānjù,名詞,7,common,ai,word,,
參謀,参謀/助言する,ㄘㄢ ㄇㄡˊ,cānmóu,名詞,7,common,ai,word,,
殘暴,残虐な/非道な,ㄘㄢˊ ㄅㄠˋ,cánbào,状態動詞(形容詞),7,common,ai,word,,
殘酷,残酷な,ㄘㄢˊ ㄎㄨˋ,cánkù,状態動詞(形容詞),7,common,ai,word,,
殘殺,虐殺する,ㄘㄢˊ ㄕㄚ,cánshā,動詞,7,common,ai,word,,
慘重,甚大な,ㄘㄢˇ ㄓㄨㄥˋ,cǎnzhòng,状態動詞(形容詞),7,common,ai,word,,
燦爛,きらびやかな/輝かしい,ㄘㄢˋ ㄌㄢˋ,cànlàn,状態動詞(形容詞),7,common,ai,word,,
蒼白,青白い,ㄘㄤ ㄅㄞˊ,cāngbái,状態動詞(形容詞),7,common,ai,word,,
蒼蠅,ハエ,ㄘㄤ ㄧㄥˊ,cāngyíng,名詞,7,common,ai,word,,
操縱,操作する/操る,ㄘㄠ ㄗㄨㄥˋ,cāozòng,動詞,7,common,ai,word,,
草案,草案/下書き,ㄘㄠˇ ㄢˋ,cǎoàn,名詞,7,common,ai,word,,
草叢,茂み/草むら,ㄘㄠˇ ㄘㄨㄥˊ,cǎocóng,名詞,7,common,ai,word,,
草率,いい加減な/粗末な,ㄘㄠˇ ㄕㄨㄞˋ,cǎoshuài,状態動詞(形容詞),7,common,ai,word,,
草藥,漢方薬,ㄘㄠˇ ㄧㄠˋ,cǎoyào,名詞,7,common,ai,word,,
測,測る/推測する,ㄘㄜˋ,cè,動詞,7,common,ai,word,,
策畫,計画する,ㄘㄜˋ ㄏㄨㄚˋ,cèhuà,動詞,7,common,ai,word,,原表記: 策畫/策劃
差額,差額/不足分,ㄔㄚ ㄜˊ,chāé,名詞,7,common,ai,word,,
插曲,劇中歌/挿話,ㄔㄚ ㄑㄩˇ,chāqǔ,名詞,7,common,ai,word,,
插嘴,口を挟む,ㄔㄚ ㄗㄨㄟˇ,chāzuǐ,離合動詞,7,common,ai,word,,
茶具,茶器,ㄔㄚˊ ㄐㄩˋ,chájù,名詞,7,common,ai,word,,
察覺,気づく/察する,ㄔㄚˊ ㄐㄩㄝˊ,chájué,変化動詞,7,common,ai,word,,
查明,突き止める/解明する,ㄔㄚˊ ㄇㄧㄥˊ,chámíng,動詞,7,common,ai,word,,
蟬,セミ,ㄔㄢˊ,chán,名詞,7,common,ai,word,,
饞,食いしん坊な/欲張りな,ㄔㄢˊ,chán,状態動詞(形容詞),7,common,ai,word,,
潺潺,さらさらと流れる,ㄔㄢˊ ㄔㄢˊ,chánchán,状態動詞(形容詞),7,common,ai,word,,
猖獗,蔓延する/横行する,ㄔㄤ ㄐㄩㄝˊ,chāngjué,状態動詞(形容詞),7,common,ai,word,,
長遠,長期的な,ㄔㄤˊ ㄩㄢˇ,chángyuǎn,状態動詞(形容詞),7,common,ai,word,,
場次,上映回数/公演回数,ㄔㄤˇ ㄘˋ,chǎngcì,名詞,7,common,ai,word,,
場面,場面/光景,ㄔㄤˇ ㄇㄧㄢˋ,chǎngmiàn,名詞,7,common,ai,word,,
倡導,提唱する/推進する,ㄔㄤˋ ㄉㄠˇ,chàngdǎo,動詞,7,common,ai,word,,
唱腔,歌唱法/アリア,ㄔㄤˋ ㄑㄧㄤ,chàngqiāng,名詞,7,common,ai,word,,
暢銷,売れ行きの良い,ㄔㄤˋ ㄒㄧㄠ,chàngxiāo,状態動詞(形容詞),7,common,ai,word,,
產物,産物/結果,ㄔㄢˇ ㄨˋ,chǎnwù,名詞,7,common,ai,word,,
產值,生産額,ㄔㄢˇ ㄓˊ,chǎnzhí,名詞,7,common,ai,word,,
超速,スピード違反する,ㄔㄠ ㄙㄨˋ,chāosù,変化動詞,7,common,ai,word,,
超脫,超越した/世俗を離れた,ㄔㄠ ㄊㄨㄛ,chāotuō,状態動詞,7,common,ai,word,,
抄襲,盗作する/剽窃する,ㄔㄠ ㄒㄧˊ,chāoxí,動詞,7,common,ai,word,,
吵嘴,口喧嘩する,ㄔㄠˇ ㄗㄨㄟˇ,chǎozuǐ,自動詞,7,common,ai,word,,
車輛,車両,ㄔㄜ ㄌㄧㄤˋ,chēliàng,名詞,7,common,ai,word,,
車廂,車両の客室,ㄔㄜ ㄒㄧㄤ,chēxiāng,名詞,7,common,ai,word,,
撤回,撤回する/取り消す,ㄔㄜˋ ㄏㄨㄟˊ,chèhuí,動詞,7,common,ai,word,,
撤銷,取り消す/廃止する,ㄔㄜˋ ㄒㄧㄠ,chèxiāo,動詞,7,common,ai,word,,
沉默,無口な/沈黙した,ㄔㄣˊ ㄇㄛˋ,chénmò,状態動詞(形容詞),7,common,ai,word,,原表記: 沉默/沈默
沉思,沈思黙考する,ㄔㄣˊ ㄙ,chénsī,自動詞,7,common,ai,word,,
沉重,重い/深刻な,ㄔㄣˊ ㄓㄨㄥˋ,chénzhòng,状態動詞(形容詞),7,common,ai,word,,原表記: 沉重/沈重
塵土,ちり/ほこり,ㄔㄣˊ ㄊㄨˇ,chéntǔ,名詞,7,common,ai,word,,
呈,呈する/差し出す,ㄔㄥˊ,chéng,状態動詞,7,common,ai,word,,
乘,掛ける(乗算)/乗る / 乗る/利用する,ㄔㄥˊ / ㄔㄥˊ,chéng / chéng,状態動詞,4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
承包,請け負う,ㄔㄥˊ ㄅㄠ,chéngbāo,動詞,7,common,ai,word,,
承擔,引き受ける/担う,ㄔㄥˊ ㄉㄢ,chéngdān,動詞,7,common,ai,word,,
承諾,約束/確約,ㄔㄥˊ ㄋㄨㄛˋ,chéngnuò,名詞,7,common,ai,word,,
成敗,成否,ㄔㄥˊ ㄅㄞˋ,chéngbài,名詞,7,common,ai,word,,
成見,先入観/偏見,ㄔㄥˊ ㄐㄧㄢˋ,chéngjiàn,名詞,7,common,ai,word,,
成品,完成品,ㄔㄥˊ ㄆㄧㄣˇ,chéngpǐn,名詞,7,common,ai,word,,
成全,助ける/成就させる,ㄔㄥˊ ㄑㄩㄢˊ,chéngquán,動詞,7,common,ai,word,,
成效,効果/成果,ㄔㄥˊ ㄒㄧㄠˋ,chéngxiào,名詞,7,common,ai,word,,
成衣,既製服,ㄔㄥˊ ㄧ,chéngyī,名詞,7,common,ai,word,,
成員,メンバー/一員,ㄔㄥˊ ㄩㄢˊ,chéngyuán,名詞,7,common,ai,word,,
稱號,名称/肩書き,ㄔㄥ ㄏㄠˋ,chēnghào,名詞,7,common,ai,word,,
稱呼,呼ぶ/呼び方,ㄔㄥ ㄏㄨ,chēnghū,動詞,7,common,ai,word,,
撐腰,後ろ盾になる/支援する,ㄔㄥ ㄧㄠ,chēngyāo,自動詞,7,common,ai,word,,
程式,形式/プログラム,ㄔㄥˊ ㄕˋ,chéngshì,名詞,7,common,ai,word,,
呈獻,謹んで捧げる,ㄔㄥˊ ㄒㄧㄢˋ,chéngxiàn,動詞,7,common,ai,word,,
誠心,誠意,ㄔㄥˊ ㄒㄧㄣ,chéngxīn,名詞,7,common,ai,word,,
誠摯,誠実な/心からの,ㄔㄥˊ ㄓˋ,chéngzhì,状態動詞(形容詞),7,common,ai,word,,
吃驚,驚く,ㄔ ㄐㄧㄥ,chījīng,状態動詞(形容詞),7,common,ai,word,,
吃苦,苦労に耐える,ㄔ ㄎㄨˇ,chīkǔ,状態動詞(形容詞),7,common,ai,word,,
吃力,骨が折れる/大変な,ㄔ ㄌㄧˋ,chīlì,状態動詞(形容詞),7,common,ai,word,,
持,持つ/支える,ㄔˊ,chí,動詞,7,common,ai,word,,
持久,持続する/長続きする,ㄔˊ ㄐㄧㄡˇ,chíjiǔ,状態動詞(形容詞),7,common,ai,word,,
持平,横ばい/公平な,ㄔˊ ㄆㄧㄥˊ,chípíng,状態動詞(形容詞),7,common,ai,word,,
遲鈍,鈍い/反応が遅い,ㄔˊ ㄉㄨㄣˋ,chídùn,状態動詞(形容詞),7,common,ai,word,,
充斥,満ち溢れる/充満する,ㄔㄨㄥ ㄔˋ,chōngchì,状態動詞,7,common,ai,word,,
充裕,十分な/ゆとりのある,ㄔㄨㄥ ㄩˋ,chōngyù,状態動詞(形容詞),7,common,ai,word,,
沖淡,薄める,ㄔㄨㄥ ㄉㄢˋ,chōngdàn,動詞,7,common,ai,word,,
沖天,天を突く/勢いが激しい,ㄔㄨㄥ ㄊㄧㄢ,chōngtiān,状態動詞(形容詞),7,common,ai,word,,
衝動,衝動的/衝動,ㄔㄨㄥ ㄉㄨㄥˋ,chōngdòng,状態動詞(形容詞),7,common,ai,word,,
衝擊,衝撃/ぶつかる,ㄔㄨㄥ ㄐㄧˊ,chōngjí,動詞,7,common,ai,word,,
憧憬,憧れる,ㄔㄨㄥ ㄐㄧㄥˇ,chōngjǐng,状態動詞,7,common,ai,word,,
重疊,重なる,ㄔㄨㄥˊ ㄉㄧㄝˊ,chóngdié,状態動詞(形容詞),7,common,ai,word,,
崇尚,崇拝する/重んじる,ㄔㄨㄥˊ ㄕㄤˋ,chóngshàng,状態動詞,7,common,ai,word,,
寵愛,溺愛する,chㄛˇnㄍㄞˋ,chǒngài,状態動詞,7,common,ai,word,,
寵物,ペット,ㄔㄨㄥˇ ㄨˋ,chǒngwù,名詞,7,common,ai,word,,
抽查,抜き打ち検査,ㄔㄡ ㄔㄚˊ,chōuchá,動詞,7,common,ai,word,,
抽空,時間を作る,ㄔㄡ ㄎㄨㄥˋ,chōukòng,自動詞,7,common,ai,word,,
抽象,抽象的,ㄔㄡ ㄒㄧㄤˋ,chōuxiàng,状態動詞(形容詞),7,common,ai,word,,
抽樣,サンプリング/抽出調査,ㄔㄡ ㄧㄤˋ,chōuyàng,離合動詞,7,common,ai,word,,
仇,恨み/敵,ㄔㄡˊ,chóu,名詞,7,common,ai,word,,
仇恨,憎しみ/恨み,ㄔㄡˊ ㄏㄣˋ,chóuhèn,名詞,7,common,ai,word,,
稠密,密集した/濃い,ㄔㄡˊ ㄇㄧˋ,chóumì,状態動詞(形容詞),7,common,ai,word,,
出超,貿易黒字,ㄔㄨ ㄔㄠ,chūchāo,状態動詞(形容詞),7,common,ai,word,,
出錯,ミスをする,ㄔㄨ ㄘㄨㄛˋ,chūcuò,Vp-sep,7,common,ai,word,,
出發點,出発点/動機,ㄔㄨ ㄈㄚ ㄉㄧㄢˇ,chūfādiǎn,名詞,7,common,ai,word,,
出局,退場する/脱落する,ㄔㄨ ㄐㄩˊ,chūjú,変化動詞,7,common,ai,word,,
出力,力を出す/尽力する,ㄔㄨ ㄌㄧˋ,chūlì,離合動詞,7,common,ai,word,,
出路,活路/出口,ㄔㄨ ㄌㄨˋ,chūlù,名詞,7,common,ai,word,,
出馬,出馬する/乗り出す,ㄔㄨ ㄇㄚˇ,chūmǎ,自動詞,7,common,ai,word,,
出賣,売る/裏切る,ㄔㄨ ㄇㄞˋ,chūmài,動詞,7,common,ai,word,,
出面,自ら乗り出す/表に出る,ㄔㄨ ㄇㄧㄢˋ,chūmiàn,自動詞,7,common,ai,word,,
出名,有名になる,ㄔㄨ ㄇㄧㄥˊ,chūmíng,状態動詞(形容詞),7,common,ai,word,,
出品,製品/作品,ㄔㄨ ㄆㄧㄣˇ,chūpǐn,名詞,7,common,ai,word,,
出示,提示する/見せる,ㄔㄨ ㄕˋ,chūshì,動詞,7,common,ai,word,,
