headword,meaning_ja,zhuyin,pinyin,pos,tocfl_level,taiwan_usage,source,entry_type,scene_tags,notes
暖氣,暖房/温風,ㄋㄨㄢˇ ㄑㄧˋ,nuǎnqì,名詞,6,common,ai,word,,
偶而,時々,ㄡˇ ㄦˊ,ǒuér,副詞,6,common,ai,word,,原表記: 偶而/偶爾
偶然,偶然の/たまの,ㄡˇ ㄖㄢˊ,ǒurán,状態動詞(形容詞),6,common,ai,word,,
派,派閥/流儀,ㄆㄞˋ,pài,動詞,6,common,ai,word,,
排斥,排斥する/拒絶する,ㄆㄞˊ ㄔˋ,páichì,動詞,6,common,ai,word,,
排列,並べる/配列,ㄆㄞˊ ㄌㄧㄝˋ,páiliè,動詞,6,common,ai,word,,
排球,バレーボール,ㄆㄞˊ ㄑㄧㄡˊ,páiqiú,名詞,6,common,ai,word,,
攀,よじ登る/取り入る,ㄆㄢ,pān,動詞,6,common,ai,word,,
判斷,判断する,ㄆㄢˋ ㄉㄨㄢˋ,pànduàn,動詞,6,common,ai,word,,
炮,炒める/焙煎する,ㄆㄠˋ,pào,名詞,6,common,ai,word,,
砲,大砲,ㄆㄠˋ,pào,名詞,6,common,ai,word,,
賠,弁償する/損をする,ㄆㄟˊ,péi,動詞,6,common,ai,word,,
賠償,賠償する,ㄆㄟˊ ㄔㄤˊ,péicháng,動詞,6,common,ai,word,,
佩服,感服する,ㄆㄟˋ ㄈㄨˊ,pèifú,状態動詞,6,common,ai,word,,
陪同,同行する,ㄆㄟˊ ㄊㄨㄥˊ,péitóng,動詞,6,common,ai,word,,
盆,たらい/鉢,ㄆㄣˊ,pén,量詞,6,common,ai,word,,
噴,噴き出す/スプレーする,ㄆㄣ,pēn,動詞,6,common,ai,word,,
捧,両手で捧げる,ㄆㄥˇ,pěng,動詞,6,common,ai,word,,
碰見,偶然出会う,ㄆㄥˋ ㄐㄧㄢˋ,pèngjiàn,変化動詞,6,common,ai,word,,
膨脹,膨張する,ㄆㄥˊ ㄓㄤˋ,péngzhàng,変化動詞,6,common,ai,word,,
匹,匹/頭,ㄆㄧ / ㄆㄧˇ,pī / pǐ,量詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
批,ロット/批難する,ㄆㄧ,pī,量詞/動詞,6,common,ai,word,,
披,羽織る/広げる,ㄆㄧ,pī,動詞,6,common,ai,word,,
騙,騙す,ㄆㄧㄢˋ,piàn,動詞,6,common,ai,word,,
偏,偏る/あえて,ㄆㄧㄢ,piān/piānpiān,副詞,6,common,ai,word,,原表記: 偏/偏偏
片面,一方的な,ㄆㄧㄢˋ ㄇㄧㄢˋ,piànmiàn,状態動詞(連体用),6,common,ai,word,,
偏食,偏食する,ㄆㄧㄢ ㄕˊ,piānshí,状態動詞(形容詞),6,common,ai,word,,
偏向,傾向がある/偏る,ㄆㄧㄢ ㄒㄧㄤˋ,piānxiàng,状態動詞,6,common,ai,word,,
片子,映画/フィルム,ㄆㄧㄢˋ ˙ㄗ,piànzi,名詞,6,common,ai,word,,
飄,漂う/ひらひらする,ㄆㄧㄠ,piāo,自動詞,6,common,ai,word,,
屁股,お尻,ㄆㄧˋ ㄍㄨˇ,pìgǔ,名詞,6,common,ai,word,,
疲倦,疲れる,ㄆㄧˊ ㄐㄩㄢˋ,píjuàn,状態動詞(形容詞),6,common,ai,word,,
疲勞,疲労/疲れ,ㄆㄧˊ ㄌㄠˊ,píláo,状態動詞(形容詞),6,common,ai,word,,
品德,道徳心/人格,ㄆㄧㄣˇ ㄉㄜˊ,pǐndé,名詞,6,common,ai,word,,
憑,寄りかかる/頼る/基づく,ㄆㄧㄥˊ,píng,介詞(前置詞),6,common,ai,word,,
平常,普段/いつも / 普通/日常的,ㄆㄧㄥˊ ㄔㄤˊ / ㄆㄧㄥˊ ㄔㄤˊ,píngcháng / píngcháng,状態動詞(形容詞),3,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
平衡,均衡/バランス,ㄆㄧㄥˊ ㄏㄥˊ,pínghéng,状態動詞,6,common,ai,word,,
平靜,穏やか/静か,ㄆㄧㄥˊ ㄐㄧㄥˋ,píngjìng,状態動詞(形容詞),6,common,ai,word,,
平均,平均/平均する,ㄆㄧㄥˊ ㄐㄩㄣ,píngjūn,状態動詞(形容詞),6,common,ai,word,,
乒乓球,卓球,ㄆㄧㄥ ㄆㄤ ㄑㄧㄡˊ,pīngpāngqiú /zhuōqiú,名詞,6,common,ai,word,,原表記: 乒乓球/桌球
拼命,必死に/命がけで,ㄆㄧㄣ ㄇㄧㄥˋ,pīnmìng,状態動詞(形容詞),6,common,ai,word,,
聘請,雇う/招く,ㄆㄧㄣˋ ㄑㄧㄥˇ,pìnqǐng,動詞,6,common,ai,word,,
貧窮,貧しい,ㄆㄧㄣˊ ㄑㄩㄥˊ,pínqióng/pín,状態動詞(形容詞),6,common,ai,word,,原表記: 貧窮/貧
批判,批判する,ㄆㄧ ㄆㄢˋ,pīpàn,動詞,6,common,ai,word,,
脾氣,気性/機嫌,ㄆㄧˊ ㄑㄧˋ,píqì,名詞,6,common,ai,word,,
頗,かなり/だいぶ,ㄆㄛˇ,pǒ,副詞,6,common,ai,word,,
破爛,ボロボロ/ガラクタ,ㄆㄛˋ ㄌㄢˋ,pòlàn,状態動詞(形容詞),6,common,ai,word,,
破裂,破裂する/決裂する,ㄆㄛˋ ㄌㄧㄝˋ,pòliè,変化動詞,6,common,ai,word,,
婆婆,姑/祖母,ㄆㄛˊ ˙ㄆㄛ,pópo,名詞,6,common,ai,word,,
迫切,差し迫った/緊急の,ㄆㄛˋ ㄑㄧㄝˋ,pòqiè,状態動詞(形容詞),6,common,ai,word,,
撲,飛びかかる/打ち込む,ㄆㄨ,pū,動詞,6,common,ai,word,,
鋪,敷く/広げる,ㄆㄨ,pū,動詞,6,common,ai,word,,
瀑布,滝,ㄆㄨˋ ㄅㄨˋ,pùbù,名詞,6,common,ai,word,,
普及,普及する/広まる,ㄆㄨˇ ㄐㄧˊ,pǔjí,状態動詞(形容詞),6,common,ai,word,,
撲滅,撲滅する/消し止める,ㄆㄨ ㄇㄧㄝˋ,pūmiè,動詞,6,common,ai,word,,
普通,普通/一般的,ㄆㄨˇ ㄊㄨㄥ,pǔtōng,状態動詞(形容詞),6,common,ai,word,,
普通話,共通語/標準語,ㄆㄨˇ ㄊㄨㄥ ㄏㄨㄚˋ,pǔtōnghuà,名詞,6,common,ai,word,,
其,その/それの,ㄑㄧˊ,qí,名詞,6,common,ai,word,,
棋,チェス/将棋,ㄑㄧˊ,qí,名詞,6,common,ai,word,,
齊,揃っている,ㄑㄧˊ,qí,状態動詞(形容詞),6,common,ai,word,,
欠,借りがある/欠けている,ㄑㄧㄢˋ,qiàn,動詞,6,common,ai,word,,
牽,引く/連れる/関与する,ㄑㄧㄢ,qiān,動詞,6,common,ai,word,,
遷,移転する/移動する,ㄑㄧㄢ,qiān,動詞,6,common,ai,word,,
簽,署名する/サインする,ㄑㄧㄢ,qiān,動詞,6,common,ai,word,,
簽訂,調印する/契約する,ㄑㄧㄢ ㄉㄧㄥˋ,qiāndìng,動詞,6,common,ai,word,,
前方,前方/前,ㄑㄧㄢˊ ㄈㄤ,qiánfāng,名詞,6,common,ai,word,,
強,強い/頑固な,ㄑㄧㄤˊ,qiáng,状態動詞(形容詞),6,common,ai,word,,
槍,銃,ㄑㄧㄤ,qiāng,名詞,6,common,ai,word,,
牆,壁,ㄑㄧㄤˊ,qiáng/qiángbì,名詞,6,common,ai,word,,原表記: 牆/牆壁
強大,強大/強力,ㄑㄧㄤˊ ㄉㄚˋ,qiángdà,状態動詞(形容詞),6,common,ai,word,,
強度,強度/強さ,ㄑㄧㄤˊ ㄉㄨˋ,qiángdù,名詞,6,common,ai,word,,
搶救,救助する,ㄑㄧㄤˇ ㄐㄧㄡˋ,qiǎngjiù,動詞,6,common,ai,word,,
強烈,強烈な/激しい,ㄑㄧㄤˊ ㄌㄧㄝˋ,qiángliè,状態動詞(形容詞),6,common,ai,word,,
強迫,強いる/強制する,ㄑㄧㄤˇ ㄆㄛˋ,qiǎngpò,動詞,6,common,ai,word,,
強人,強者/実力者,ㄑㄧㄤˊ ㄖㄣˊ,qiángrén,名詞,6,common,ai,word,,
前進,前進する,ㄑㄧㄢˊ ㄐㄧㄣˋ,qiánjìn,動詞,6,common,ai,word,,
前頭,前/先頭,ㄑㄧㄢˊ ˙ㄊㄡ,qiántou,名詞,6,common,ai,word,,
前途,将来性/前途,ㄑㄧㄢˊ ㄊㄨˊ,qiántú,名詞,6,common,ai,word,,
千萬,千万/ぜひとも,ㄑㄧㄢ ㄨㄢˋ / ㄑㄧㄢ ㄨㄢˋ,qiānwàn / qiānwàn,副詞/限定詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
前往,向かう,ㄑㄧㄢˊ ㄨㄤˇ,qiánwǎng,動詞,6,common,ai,word,,
歉意,申し訳なさ/後悔,ㄑㄧㄢˋ ㄧˋ,qiànyì,名詞,6,common,ai,word,,
前院,前庭,ㄑㄧㄢˊ ㄩㄢˋ,qiányuàn,名詞,6,common,ai,word,,
簽約,契約を結ぶ,ㄑㄧㄢ ㄩㄝ,qiānyuē,離合動詞,6,common,ai,word,,
簽字,署名する/サイン,ㄑㄧㄢ ㄗˋ,qiānzì,離合動詞,6,common,ai,word,,
巧,ちょうどよい/偶然,ㄑㄧㄠˇ,qiǎo,状態動詞(形容詞),6,common,ai,word,,
瞧,見る/診察する,ㄑㄧㄠˊ,qiáo,動詞,6,common,ai,word,,
敲,叩く/打つ,ㄑㄧㄠ,qiāo,動詞,6,common,ai,word,,
巧妙,巧みな/巧妙な,ㄑㄧㄠˇ ㄇㄧㄠˋ,qiǎomiào,状態動詞(形容詞),6,common,ai,word,,
悄悄,こっそりと/静かに,ㄑㄧㄠˇ ㄑㄧㄠˇ,qiǎoqiǎo/qiǎo,副詞,6,common,ai,word,,原表記: 悄悄/悄
器材,器具/機材,ㄑㄧˋ ㄘㄞˊ,qìcái,名詞,6,common,ai,word,,
起初,最初は/当初は,ㄑㄧˇ ㄔㄨ,qǐchū,副詞,6,common,ai,word,,
期待,期待する,ㄑㄧˊ ㄉㄞˋ,qídài,状態動詞,6,common,ai,word,,
切,切る/断固として,ㄑㄧㄝ,qiē,動詞,6,common,ai,word,,
氣憤,憤慨した,ㄑㄧˋ ㄈㄣˋ,qìfèn,状態動詞(形容詞),6,common,ai,word,,
氣氛,雰囲気,ㄑㄧˋ ㄈㄣ,qìfēn,名詞,6,common,ai,word,,
氣候,気候,ㄑㄧˋ ㄏㄡˋ,qìhòu,名詞,6,common,ai,word,,
起火,出火する/怒る,ㄑㄧˇ ㄏㄨㄛˇ,qǐhuǒ,変化動詞,6,common,ai,word,,
親愛,親愛なる,ㄑㄧ ㄋㄞˋ,qīnài,状態動詞(連体用),6,common,ai,word,,
青,青い/緑色の,ㄑㄧㄥ,qīng,状態動詞(形容詞),6,common,ai,word,,
清晨,早朝,ㄑㄧㄥ ㄔㄣˊ,qīngchén,名詞,6,common,ai,word,,
清除,取り除く/排除する,ㄑㄧㄥ ㄔㄨˊ,qīngchú,動詞,6,common,ai,word,,
清淡,あっさりした/薄味の,ㄑㄧㄥ ㄉㄢˋ,qīngdàn,状態動詞(形容詞),6,common,ai,word,,
輕傷,軽傷,ㄑㄧㄥ ㄕㄤ,qīngshāng,名詞,6,common,ai,word,,
輕視,軽視する/見下す,ㄑㄧㄥ ㄕˋ,qīngshì,状態動詞,6,common,ai,word,,
情書,ラブレター,ㄑㄧㄥˊ ㄕㄨ,qíngshū,名詞,6,common,ai,word,,
清晰,はっきりした/明瞭な,ㄑㄧㄥ ㄒㄧ,qīngxī,状態動詞(形容詞),6,common,ai,word,,
傾向,傾向/志向,ㄑㄧㄥ ㄒㄧㄤˋ / ㄑㄧㄥ ㄒㄧㄤˋ,qīngxiàng / qīngxiàng,状態動詞/名詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
清醒,正気な/目覚めた,ㄑㄧㄥ ㄒㄧㄥˇ,qīngxǐng,状態動詞(形容詞),6,common,ai,word,,
情緒,気分/情緒,ㄑㄧㄥˊ ㄒㄩˋ,qíngxù,名詞,6,common,ai,word,,
侵害,侵害する,ㄑㄧㄣ ㄏㄞˋ,qīnhài,動詞,6,common,ai,word,,
親口,自分の口で,ㄑㄧㄣ ㄎㄡˇ,qīnkǒu,副詞,6,common,ai,word,,
勤勞,勤勉な,ㄑㄧㄣˊ ㄌㄠˊ,qínláo,状態動詞(形容詞),6,common,ai,word,,
親人,身内/肉親,ㄑㄧㄣ ㄖㄣˊ,qīnrén,名詞,6,common,ai,word,,
侵入,侵入する,ㄑㄧㄣ ㄖㄨˋ,qīnrù,動詞,6,common,ai,word,,
寢室,寝室/寮の部屋,ㄑㄧㄣˇ ㄕˋ,qǐnshì,名詞,6,common,ai,word,,
旗袍,チャイナドレス,ㄑㄧˊ ㄆㄠˊ,qípáo,名詞,6,common,ai,word,,
欺騙,騙す,ㄑㄧ ㄆㄧㄢˋ,qīpiàn,動詞,6,common,ai,word,,
齊全,すべて揃っている,ㄑㄧˊ ㄑㄩㄢˊ,qíquán,状態動詞(形容詞),6,common,ai,word,,
歧視,差別する,ㄑㄧˊ ㄕˋ,qíshì,状態動詞,6,common,ai,word,,
企圖,企てる/企み,ㄑㄧˋ ㄊㄨˊ,qìtú,名詞/助動詞,6,common,ai,word,,
球隊,球技チーム,ㄑㄧㄡˊ ㄉㄨㄟˋ,qiúduì,名詞,6,common,ai,word,,
求婚,プロポーズする,ㄑㄧㄡˊ ㄏㄨㄣ,qiúhūn,離合動詞,6,common,ai,word,,
秋季,秋,ㄑㄧㄡ ㄐㄧˋ,qiūjì,名詞,6,common,ai,word,,
球鞋,運動靴,ㄑㄧㄡˊ ㄒㄧㄝˊ,qiúxié,名詞,6,common,ai,word,,
期望,期待する/望み,ㄑㄧˊ ㄨㄤˋ,qíwàng,状態動詞,6,common,ai,word,,
氣味,におい,ㄑㄧˋ ㄨㄟˋ,qìwèi,名詞,6,common,ai,word,,
氣息,息吹/におい,ㄑㄧˋ ㄒㄧˊ,qìxí,名詞,6,common,ai,word,,
期限,期限/締め切り,ㄑㄧˊ ㄒㄧㄢˋ,qíxiàn,名詞,6,common,ai,word,,
氣象,気象/雰囲気/様子,ㄑㄧˋ ㄒㄧㄤˋ,qìxiàng,名詞,6,common,ai,word,,
汽油,ガソリン,ㄑㄧˋ ㄧㄡˊ,qìyóu,名詞,6,common,ai,word,,
其餘,残り/その他,ㄑㄧˊ ㄩˊ,qíyú,限定詞,6,common,ai,word,,
取,取る/手に入れる/選ぶ,ㄑㄩˇ,qǔ,動詞,6,common,ai,word,,
娶,妻を迎える/結婚する,ㄑㄩˇ,qǔ,動詞,6,common,ai,word,,
勸,勧める/説得する,ㄑㄩㄢˋ,quàn,動詞,6,common,ai,word,,
圈,囲む/檻/囲い,ㄑㄩㄢ / ㄑㄩㄢ,quān / quān,量詞/動詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
全家,ファミリーマート/家族全員,ㄑㄩㄢˊ ㄐㄧㄚ,quánjiā,名詞,6,common,ai,word,,
權利,権利,ㄑㄩㄢˊ ㄌㄧˋ,quánlì,名詞,6,common,ai,word,,
全面,全面的な/総合的な,ㄑㄩㄢˊ ㄇㄧㄢˋ,quánmiàn,副詞/状態動詞(連体用),6,common,ai,word,,
全體,全体/全員,ㄑㄩㄢˊ ㄊㄧˇ,quántǐ,名詞,6,common,ai,word,,
拳頭,こぶし,ㄑㄩㄢˊ ˙ㄊㄡ,quántou,名詞,6,common,ai,word,,
區別,違い/区別する,ㄑㄩ ㄅㄧㄝˊ,qūbié,名詞/動詞,6,common,ai,word,,
取得,獲得する/手に入れる,ㄑㄩˇ ㄉㄜˊ,qǔdé,変化動詞,6,common,ai,word,,
缺,欠けている/不足している,ㄑㄩㄝ,quē,状態動詞,6,common,ai,word,,
缺乏,欠けている/不足する,ㄑㄩㄝ ㄈㄚˊ,quēfá,状態動詞,6,common,ai,word,,
缺少,不足している,ㄑㄩㄝ ㄕㄠˇ,quēshǎo,状態動詞,6,common,ai,word,,
確實,確かな/本当に,ㄑㄩㄝˋ ㄕˊ / ㄑㄩㄝˋ ㄕˊ,quèshí / quèshí,状態動詞(形容詞)/副詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
缺席,欠席する,ㄑㄩㄝ ㄒㄧˊ,quēxí,状態動詞(形容詞),6,common,ai,word,,
群,群れ/集団,ㄑㄩㄣˊ,qún,量詞,6,common,ai,word,,原表記: 群/羣(ㄑㄩㄣˊ)
群眾,大衆/群衆,ㄑㄩㄣˊ ㄓㄨㄥˋ,qúnzhòng,名詞,6,common,ai,word,,
取笑,からかう/笑いものにする,ㄑㄩˇ ㄒㄧㄠˋ,qǔxiào,動詞,6,common,ai,word,,
取消,取り消す/中止,ㄑㄩˇ ㄒㄧㄠ,qǔxiāo,動詞,6,common,ai,word,,
區域,地域/区域,ㄑㄩ ㄩˋ,qūyù,名詞,6,common,ai,word,,
曲折,曲がりくねった/複雑な,ㄑㄩ ㄓㄜˊ,qūzhé,状態動詞(形容詞),6,common,ai,word,,
染,染める/病気になる/染まる,ㄖㄢˇ,rǎn,動詞,6,common,ai,word,,
然而,しかし/けれども,rㄚˊ ㄋㄜˊ ˙ㄦ,ránér,接続詞,6,common,ai,word,,
讓步,譲歩する,ㄖㄤˋ ㄅㄨˋ,ràngbù,自動詞,6,common,ai,word,,
燃燒,燃える/燃やす,ㄖㄢˊ ㄕㄠ,ránshāo,動詞,6,common,ai,word,,
繞,巻く/回る/迂回する,ㄖㄠˋ,rào,動詞,6,common,ai,word,,
惹,引き起こす/いらだたせる,ㄖㄜˇ,rě,動詞/状態動詞,6,common,ai,word,,
熱愛,熱愛する/深く愛する,ㄖㄜˋ ㄞˋ,rèài,状態動詞,6,common,ai,word,,
熱量,熱量/カロリー,ㄖㄜˋ ㄌㄧㄤˋ,rèliàng,名詞,6,common,ai,word,,
熱烈,熱烈な/情熱的な,ㄖㄜˋ ㄌㄧㄝˋ,rèliè,状態動詞(形容詞),6,common,ai,word,,
熱門,人気のある/話題の,ㄖㄜˋ ㄇㄣˊ,rèmén,状態動詞(形容詞),6,common,ai,word,,
任,任せる/任命する/任期,ㄖㄣˋ / ㄖㄣˋ,rèn / rèn,状態動詞/量詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
忍不住,我慢できない,ㄖㄣˇ ㄅㄨˋ ㄓㄨˋ,rěnbùzhù,状態動詞(形容詞),6,common,ai,word,,
人才,有能な人/人材,ㄖㄣˊ ㄘㄞˊ,réncái,名詞,6,common,ai,word,,
人格,人格/人間性,ㄖㄣˊ ㄍㄜˊ,réngé,名詞,6,common,ai,word,,
人工,人工/手作業,ㄖㄣˊ ㄍㄨㄥ,réngōng,名詞,6,common,ai,word,,
人力,人手/労働力,ㄖㄣˊ ㄌㄧˋ,rénlì,名詞,6,common,ai,word,,
人情味,人情味/温かみ,ㄖㄣˊ ㄑㄧㄥˊ ㄨㄟˋ,rénqíngwèi/rénqíngwèir,名詞,6,common,ai,word,,原表記: 人情味/人情味兒
人權,人権,ㄖㄣˊ ㄑㄩㄢˊ,rénquán,名詞,6,common,ai,word,,
人事,人事/人間関係,ㄖㄣˊ ㄕˋ,rénshì,名詞,6,common,ai,word,,
忍受,耐える/我慢する,ㄖㄣˇ ㄕㄡˋ,rěnshòu,状態動詞,6,common,ai,word,,
人體,人体,ㄖㄣˊ ㄊㄧˇ,réntǐ,名詞,6,common,ai,word,,
人心,人心/人々の心,ㄖㄣˊ ㄒㄧㄣ,rénxīn,名詞,6,common,ai,word,,
忍心,忍びない,ㄖㄣˇ ㄒㄧㄣ,rěnxīn,状態動詞(形容詞),6,common,ai,word,,
任性,わがままな,ㄖㄣˋ ㄒㄧㄥˋ,rènxìng,状態動詞(形容詞),6,common,ai,word,,
人行道,歩道,ㄖㄣˊ ㄒㄧㄥˊ ㄉㄠˋ,rénxíngdào,名詞,6,common,ai,word,,
人員,スタッフ/人員,ㄖㄣˊ ㄩㄢˊ,rényuán,名詞,6,common,ai,word,,
熱情,情熱/熱心な,ㄖㄜˋ ㄑㄧㄥˊ,rèqíng,名詞/状態動詞(形容詞),6,common,ai,word,,
熱心,熱心な,ㄖㄜˋ ㄒㄧㄣ,rèxīn,状態動詞(形容詞),6,common,ai,word,,
日常,日常の,ㄖˋ ㄔㄤˊ,rìcháng,状態動詞(連体用),6,common,ai,word,,
日後,後日,ㄖˋ ㄏㄡˋ,rìhòu,名詞,6,common,ai,word,,
容,収容する/許容する,ㄖㄨㄥˊ,róng,状態動詞/動詞,6,common,ai,word,,
融化,溶ける,ㄖㄨㄥˊ ㄏㄨㄚˋ,rónghuà,変化動詞,6,common,ai,word,,
榮幸,光栄な,ㄖㄨㄥˊ ㄒㄧㄥˋ,róngxìng,状態動詞(形容詞),6,common,ai,word,,
入,入る/加入する,ㄖㄨˋ,rù,動詞,6,common,ai,word,,
軟,柔らかい,ㄖㄨㄢˇ,ruǎn,状態動詞(形容詞),6,common,ai,word,,
如果說,もし〜と言えば,ㄖㄨˊ ㄍㄨㄛˇ ㄕㄨㄛ,rúguǒshuō,接続詞,6,common,ai,word,,
如何,どのように/どう,ㄖㄨˊ ㄏㄜˊ,rúhé,副詞/状態動詞(形容詞),6,common,ai,word,,
如今,今や/現在,ㄖㄨˊ ㄐㄧㄣ,rújīn,名詞,6,common,ai,word,,
入境,入国する,ㄖㄨˋ ㄐㄧㄥˋ,rùjìng,動詞,6,common,ai,word,,
如同,〜のようだ,ㄖㄨˊ ㄊㄨㄥˊ,rútóng,状態動詞,6,common,ai,word,,
入學,入学する,ㄖㄨˋ ㄒㄩㄝˊ,rùxué,変化動詞,6,common,ai,word,,
塞,詰める/塞ぐ,ㄙㄞ,sāi,動詞,6,common,ai,word,,
塞車,渋滞,ㄙㄞ ㄔㄜ,sāichē,状態動詞(形容詞),6,common,ai,word,,
賽跑,競走する,ㄙㄞˋ ㄆㄠˇ,sàipǎo,自動詞,6,common,ai,word,,
散,散らばる/解ける,ㄙㄢˋ,sàn,動詞/変化動詞,6,common,ai,word,,
喪失,失う,ㄙㄤˋ ㄕ,sàngshī,変化動詞,6,common,ai,word,,
掃,掃く/一掃する,ㄙㄠˇ,sǎo,動詞,6,common,ai,word,,
艘,隻（船の数え方）,ㄙㄠ,sāo,量詞,6,common,ai,word,,
色彩,色彩/特色,ㄙㄜˋ ㄘㄞˇ,sècǎi,名詞,6,common,ai,word,,
色情,ポルノ/性的な,ㄙㄜˋ ㄑㄧㄥˊ,sèqíng,名詞,6,common,ai,word,,
傻,愚かな,ㄕㄚˇ,shǎ,状態動詞(形容詞),6,common,ai,word,,
沙,砂,ㄕㄚ,shā,名詞,6,common,ai,word,,
殺價,値切る,ㄕㄚ ㄐㄧㄚˋ,shājià,離合動詞,6,common,ai,word,,
沙漠,砂漠,ㄕㄚ ㄇㄛˋ,shāmò,名詞,6,common,ai,word,,
閃,避ける/さっと動く,ㄕㄢˇ,shǎn,自動詞/変化動詞,6,common,ai,word,,
傷,傷つける/怪我,ㄕㄤ,shāng,名詞/状態動詞(形容詞),6,common,ai,word,,
商標,商標/ロゴ,ㄕㄤ ㄅㄧㄠ,shāngbiāo,名詞,6,common,ai,word,,
商場,ショッピングモール,ㄕㄤ ㄔㄤˇ,shāngchǎng,名詞,6,common,ai,word,,
上級,上司/上位機関,ㄕㄤˋ ㄐㄧˊ,shàngjí,名詞,6,common,ai,word,,
商量,相談する,ㄕㄤ ㄌㄧㄤˊ,shāngliáng,動詞,6,common,ai,word,,
傷腦筋,頭を悩ませる,ㄕㄤ ㄋㄠˇ ㄐㄧㄣ,shāngnǎojīn,状態動詞(形容詞),6,common,ai,word,,
上升,上昇する,ㄕㄤˋ ㄕㄥ,shàngshēng,自動詞,6,common,ai,word,,
上市,市場に出る/上場する,ㄕㄤˋ ㄕˋ,shàngshì,変化動詞,6,common,ai,word,,
上述,前述の,ㄕㄤˋ ㄕㄨˋ,shàngshù,名詞,6,common,ai,word,,
上台,登壇する/政権に就く,ㄕㄤˋ ㄊㄞˊ,shàngtái,離合動詞,6,common,ai,word,,原表記: 上台/上臺
上頭,上部/夢中になる,ㄕㄤˋ ˙ㄊㄡ,shàngtou,名詞,6,common,ai,word,,
上下,上下/前後,ㄕㄤˋ ㄒㄧㄚˋ / ㄕㄤˋ ㄒㄧㄚˋ,shàngxià / shàngxià,名詞,6,common,ai,word,,多音字/多義語: 複数の発音・意味を統合
上游,上流,ㄕㄤˋ ㄧㄡˊ,shàngyóu,名詞,6,common,ai,word,,
善於,〜が得意だ,ㄕㄢˋ ㄩˊ,shànyú,状態動詞,6,common,ai,word,,
稍,少し,ㄕㄠ,shāo,副詞,6,common,ai,word,,
少數,少数,ㄕㄠˇ ㄕㄨˋ,shǎoshù,限定詞,6,common,ai,word,,
稍微,少し,ㄕㄠ ㄨㄟˊ,shāowéi,副詞,6,common,ai,word,,
沙灘,砂浜,ㄕㄚ ㄊㄢ,shātān,名詞,6,common,ai,word,,
沙子,砂,ㄕㄚ ˙ㄗ,shāzi,名詞,6,common,ai,word,,
射,撃つ/射る,ㄕㄜˋ,shè,動詞,6,common,ai,word,,
捨不得,惜しむ/手放したくない,ㄕㄜˇ ㄅㄨˋ ˙ㄉㄜ,shěbùde,状態動詞,6,common,ai,word,,
捨得,惜しまない/手放せる,ㄕㄜˇ ˙ㄉㄜ,shěde,状態動詞,6,common,ai,word,,
設立,設立する,ㄕㄜˋ ㄌㄧˋ,shèlì,動詞,6,common,ai,word,,
伸,伸ばす,ㄕㄣ,shēn,動詞,6,common,ai,word,,
身材,体格/スタイル,ㄕㄣ ㄘㄞˊ,shēncái,名詞,6,common,ai,word,,
審查,審査する/調査する,ㄕㄣˇ ㄔㄚˊ,shěnchá,動詞,6,common,ai,word,,
身分證,身分証明書,ㄕㄣ ㄈㄣˋ ㄓㄥˋ,shēnfènzhèng,名詞,6,common,ai,word,,
勝,勝つ,ㄕㄥˋ,shèng,変化動詞,6,common,ai,word,,
繩,縄,ㄕㄥˊ(ㄗ˙),shéng(zi),名詞,6,common,ai,word,,原表記: 繩(子)
生詞,新出単語,ㄕㄥ ㄘˊ,shēngcí,名詞,6,common,ai,word,,
生存,生存する,ㄕㄥ ㄘㄨㄣˊ,shēngcún,状態動詞(形容詞),6,common,ai,word,,
省得,～せずに済む,ㄕㄥˇ ˙ㄉㄜ,shěngde,助動詞,6,common,ai,word,,
升高,上昇する,ㄕㄥ ㄍㄠ,shēnggāo,変化動詞,6,common,ai,word,,
升級,昇格する/アップグレード,ㄕㄥ ㄐㄧˊ,shēngjí,変化動詞,6,common,ai,word,,
生肖,干支,ㄕㄥ ㄒㄧㄠˋ,shēngxiào,名詞,6,common,ai,word,,
升學,進学する,ㄕㄥ ㄒㄩㄝˊ,shēngxué,自動詞,6,common,ai,word,,
生長,成長する,ㄕㄥ ㄓㄤˇ,shēngzhǎng,状態動詞(形容詞),6,common,ai,word,,
神經,神経,ㄕㄣˊ ㄐㄧㄥ,shénjīng,名詞,6,common,ai,word,,
深刻,深い/深刻な,ㄕㄣ ㄎㄜˋ,shēnkè,状態動詞(形容詞),6,common,ai,word,,
神秘,神秘的,ㄕㄣˊ ㄇㄧˋ,shénmì,状態動詞(形容詞),6,common,ai,word,,原表記: 神秘/神祕
神奇,不思議な/奇跡的な,ㄕㄣˊ ㄑㄧˊ,shénqí,状態動詞(形容詞),6,common,ai,word,,
神氣,威張った/元気な,ㄕㄣˊ ㄑㄧˋ,shénqì,状態動詞(形容詞),6,common,ai,word,,
深淺,深さ,ㄕㄣ ㄑㄧㄢˇ,shēnqiǎn,名詞,6,common,ai,word,,
